N,summary,baseline,outcome,coef_units,min_rounds,feature,family,n_games_learn,n_games_heldout,frac_at_ceiling_learn,coef_learn,p_learn,ci_low_learn,ci_high_learn,coef_val,p_val,ci_low_val,ci_high_val,q_learn,replicates
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,mean_info_exchange_zscore_conversation,Semantic dynamics,77,128,0.45454545454545453,-0.02419914624870624,0.3214035540203858,-0.07203145767170047,0.023633165174287984,-0.01995752958215563,0.25608465384145496,-0.0543999403959148,0.01448488123160354,0.9317297233847432,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,gini_coefficient_sum_num_messages,Participation & timing,77,128,0.45454545454545453,-0.034956471674313,0.3234870358524641,-0.10434998345876226,0.03443704011013626,0.05228789392535929,0.014132759075342467,0.010524337298089097,0.09405145055262948,0.9317297233847432,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_user_min_content_word_accommodation_per_conv,Semantic dynamics,77,128,0.45454545454545453,-0.016814171668158084,0.3237434622637817,-0.0502103607583039,0.01658201742198773,0.0022171989637976564,0.8747496539109876,-0.02535163497723543,0.029786032904830742,0.9317297233847432,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,discursive_diversity,Semantic dynamics,77,128,0.45454545454545453,-0.023255107173828362,0.3284765649982728,-0.0698983503281943,0.023388135980537576,0.024672507092315984,0.29532482133143334,-0.021535502664731747,0.07088051684936372,0.9317297233847432,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_user_max_nltk_english_stopwords_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.02709324236992504,0.3302697294387811,-0.02745007747167888,0.08163656221152896,0.0323301239263772,0.09185862942318153,-0.005260704911464957,0.06992095276421936,0.9317297233847432,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,mean_user_min_info_exchange_zscore_conversation,Semantic dynamics,77,128,0.45454545454545453,0.02080052932491529,0.33086251623874363,-0.021125848031522756,0.06272690668135333,-0.04429226123525169,0.014226800689122777,-0.07970395131028152,-0.00888057116022186,0.9317297233847432,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_conjunction_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.02193860595254939,0.33170993422333883,-0.02235928860411965,0.06623650050921844,0.054345342286987716,0.002924505489129215,0.018548793398012027,0.09014189117596341,0.9317297233847432,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_min_positivity_zscore_conversation,Sentiment & emotion,77,128,0.45454545454545453,0.02171668363134471,0.35248742790284227,-0.02406202970622739,0.06749539696891681,-0.009255709788606827,0.6370955382256414,-0.047708990213003476,0.029197570635789823,0.9317297233847432,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_max_positive_affect_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.020771497555412445,0.35555523168029113,-0.023294757426004606,0.0648377525368295,0.058657479377342066,0.003967125167424383,0.018749126750571,0.09856583200411313,0.9317297233847432,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_positivity_zscore_conversation,Sentiment & emotion,77,128,0.45454545454545453,-0.02817996874079688,0.35738879489587405,-0.08819148415972933,0.03183154667813558,0.004981543692765371,0.7856137419013556,-0.0309127938638488,0.04087588124937954,0.9317297233847432,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_mean_positivity_zscore_conversation,Sentiment & emotion,77,128,0.45454545454545453,0.01869356787984478,0.3600747098100354,-0.02133900369646949,0.05872613945615905,-0.041262674545121295,0.003669319881356441,-0.06909941633388353,-0.013425932756359067,0.9317297233847432,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,mean_user_max_positivity_zscore_conversation,Sentiment & emotion,77,128,0.45454545454545453,-0.01988255726007908,0.36441290431855733,-0.06284792918786816,0.02308281466771,0.04797928016342701,0.0009939637740970309,0.019415762907816787,0.07654279741903723,0.9317297233847432,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_content_word_accommodation_per_conv,Semantic dynamics,77,128,0.45454545454545453,-0.033453679582208545,0.37381894215566913,-0.10718004945204926,0.04027269028763217,0.018402824422256693,0.2886153474144111,-0.015587087496028447,0.05239273634054183,0.9317297233847432,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_max_textblob_subjectivity,Sentiment & emotion,77,128,0.45454545454545453,-0.024688783540246197,0.3766566966874494,-0.07942308189669123,0.03004551481619883,0.05197550479243852,0.01172286294292367,0.011556929293421253,0.0923940802914558,0.9317297233847432,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_num_all_caps,Volume & form,77,128,0.45454545454545453,0.017971449841789458,0.3911954265751353,-0.023107720042658722,0.05905061972623764,-0.012014685515232985,0.5147313102574255,-0.048160154192055146,0.024130783161589175,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_user_max_negative_bert,Sentiment & emotion,77,128,0.45454545454545453,0.019974227570419258,0.3970481345583039,-0.02625146665626768,0.0661999217971062,0.012017709578076172,0.6887869518691816,-0.04679420453135609,0.07082962368750843,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_preposition_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,-0.019251562671785943,0.43244862214555,-0.06731775880989911,0.02881463346632723,0.03603454149145163,0.03370171671527792,0.0027770292936161733,0.06929205368928709,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_exclusive_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.01564608434498813,0.43894024951267196,-0.023974581684212928,0.05526675037418918,0.06841851181522923,8.71188372703523e-05,0.03424407915201937,0.10259294447843909,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_function_word_accommodation,Semantic dynamics,77,128,0.45454545454545453,-0.028882096608282917,0.457491460682556,-0.10507200230277254,0.0473078090862067,0.006245243473317992,0.7274530578481002,-0.028876441116916368,0.041366928063552355,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_max_forward_flow,Semantic dynamics,77,128,0.45454545454545453,0.016478741519260792,0.46711577663959436,-0.027936321751174636,0.06089380478969622,-0.004482957741626006,0.8101455049981496,-0.041056788101922426,0.03209087261867041,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_max_preposition_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,-0.014873679281352302,0.4781550965969481,-0.05597474586290813,0.026227387300203527,0.035209675129101274,0.04358187716093216,0.001014128208289923,0.06940522204991262,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_min_Positive_Emotion_receptiveness_yeomans,Receptiveness,77,128,0.45454545454545453,0.014334741653544886,0.4790279052054487,-0.025355737791132437,0.054025221098222206,0.01394125410188881,0.3375776104346837,-0.01455240903736903,0.04243491724114665,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,mean_user_mean_positivity_zscore_conversation,Sentiment & emotion,77,128,0.45454545454545453,-0.01262013160767752,0.4840266716519218,-0.04796388412495061,0.022723620909595572,0.02332011679894947,0.17001693881033741,-0.00999009679109749,0.05663033038899643,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_max_textblob_polarity,Sentiment & emotion,77,128,0.45454545454545453,-0.01730807845583514,0.4847317376570013,-0.06585910873612717,0.031242951824456893,0.056427285263449464,0.005535544564361356,0.01656007393484024,0.09629449659205869,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_certainty_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.01435264564841629,0.48921257139500585,-0.02632436892707253,0.05502966022390511,0.04158914939066409,0.01874986361580778,0.006909559998528672,0.07626873878279951,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_mean_info_exchange_zscore_conversation,Semantic dynamics,77,128,0.45454545454545453,0.013432063149113754,0.49496658417051,-0.02514526940504801,0.05200939570327552,-0.04112077721370352,0.014530831021029325,-0.07409936497651895,-0.008142189450888085,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_user_min_certainty_rocklage,Sentiment & emotion,77,128,0.45454545454545453,0.01192986129842469,0.4979175692763744,-0.02256871541316826,0.046428438010017635,0.007727549399526357,0.5882220221802028,-0.020246808249103854,0.03570190704815657,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_textblob_polarity,Sentiment & emotion,77,128,0.45454545454545453,-0.01901801452399837,0.500013077039396,-0.07428313994971471,0.03624711090171796,0.05126095858548794,0.011947734955544685,0.01129188426692794,0.09123003290404794,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_textblob_polarity,Sentiment & emotion,77,128,0.45454545454545453,0.019467385440428035,0.5000745085953959,-0.037111690918531795,0.07604646179938786,-0.029367046932717793,0.1900415012534835,-0.07328942121899057,0.014555327353554977,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_positivity_zscore_conversation,Sentiment & emotion,77,128,0.45454545454545453,-0.013989314832341641,0.5014259056854561,-0.05477568864926106,0.026797058984577772,0.015000330122496646,0.3588127198100681,-0.017038850962351033,0.04703951120734432,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_user_max_positivity_zscore_conversation,Sentiment & emotion,77,128,0.45454545454545453,-0.015260451206988134,0.5150312662037423,-0.06120338740809954,0.030682484994123266,0.046117919077281896,0.0010929998781297288,0.018437153655229944,0.07379868449933386,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_user_max_textblob_subjectivity,Sentiment & emotion,77,128,0.45454545454545453,-0.014915336122844378,0.5252909639335726,-0.06093710287752256,0.03110643063183381,-0.015182052410065788,0.5864089018537002,-0.06987633021423173,0.03951222539410015,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,gini_coefficient_sum_num_chars,Participation & timing,77,128,0.45454545454545453,-0.014752493749484286,0.5422863253884149,-0.06220291849283947,0.032697930993870895,0.031509993094613685,0.1264056164815746,-0.008896450074844034,0.0719164362640714,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_user_min_textblob_subjectivity,Sentiment & emotion,77,128,0.45454545454545453,0.015288425223403013,0.54502360266484,-0.03422096850898661,0.06479781895579263,0.008777000881008981,0.6127921984503515,-0.025214075870072947,0.04276807763209091,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_forward_flow,Semantic dynamics,77,128,0.45454545454545453,-0.01436019922929611,0.5470330421727019,-0.061097019871572955,0.03237662141298073,0.053451095692340134,0.018242737088566517,0.009072623511631038,0.09782956787304922,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_max_info_exchange_zscore_conversation,Semantic dynamics,77,128,0.45454545454545453,0.010104354964927056,0.5499978785577543,-0.023026102614642746,0.04323481254449686,0.0020395380785802166,0.9186121690877408,-0.03708104012484859,0.04116011628200903,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_user_max_mimicry_bert,Semantic dynamics,77,128,0.45454545454545453,-0.011832235819821547,0.5521232142227575,-0.05083572654046952,0.027171254900826426,0.049092362887473054,0.001591223226560692,0.01861922497174923,0.07956550080319688,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_num_chars,Volume & form,77,128,0.45454545454545453,0.01297217312766295,0.55720341402179,-0.030341239572639695,0.0562855858279656,0.04511863094966994,0.018178226683127633,0.007679129869864319,0.08255813202947557,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_user_max_info_exchange_zscore_conversation,Semantic dynamics,77,128,0.45454545454545453,-0.013686844806025831,0.5583894597106931,-0.05952433837472296,0.03215064876267129,0.0020051944711629854,0.9255469474525724,-0.04005104306046924,0.04406143200279521,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,within_person_disc_range,Semantic dynamics,77,128,0.45454545454545453,0.015305406009744869,0.5632257980694612,-0.036589228849878225,0.06720004086936796,0.013953602941981596,0.5627405871429043,-0.0332988356965888,0.061206041580551984,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.014872494746447355,0.5643067984609664,-0.035694311424554065,0.06543930091744878,0.037022236123180646,0.028415835741144504,0.003911424447220382,0.07013304779914091,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_adverbs_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.013800798893392936,0.5702821743070117,-0.03385134085186621,0.061452938638652074,0.050681933693666,0.004938898841724993,0.01534396089307967,0.08601990649425233,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_user_min_word_TTR,Volume & form,77,128,0.45454545454545453,0.012560724453104993,0.5715375877869312,-0.030951239834880212,0.0560726887410902,-0.030099933392364633,0.040202091908885275,-0.058854503181777276,-0.0013453636029519926,0.9370558125343872,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,mean_user_max_textblob_subjectivity,Sentiment & emotion,77,128,0.45454545454545453,-0.011723603544463359,0.6151362858147538,-0.05742742447431051,0.03398021738538379,0.043629552667874535,0.04501811909889214,0.0009690455092562639,0.08629005982649281,0.9932795065875201,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_present_tense_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.00846940614648159,0.6252684843695517,-0.025518767983563215,0.042457580276526394,0.035909322536706374,0.04855673186515768,0.0002275556072678861,0.07159108946614487,0.9932795065875201,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_social_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.011152925583127532,0.6375638466978915,-0.035246939593615856,0.05755279075987092,0.0060007407521189375,0.7686780236980577,-0.033989243263420635,0.04599072476765852,0.9932795065875201,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,team_burstiness,Participation & timing,77,128,0.45454545454545453,0.014550204441231182,0.6404005846492533,-0.0464977697477304,0.07559817863019276,0.028470082970515474,0.1946542469461333,-0.014554759504078904,0.07149492544510985,0.9932795065875201,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_min_adverbs_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.008784715889862816,0.6477065403267039,-0.028894906569257493,0.04646433834898312,0.018516466747033583,0.22685869717867224,-0.011514064568348734,0.0485469980624159,0.9932795065875201,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_max_Positive_Emotion_receptiveness_yeomans,Receptiveness,77,128,0.45454545454545453,0.010751615700098274,0.654826108042791,-0.03638391853553771,0.05788714993573425,0.04134911441484823,0.04014360196931039,0.001859746533286584,0.08083848229640989,0.9932795065875201,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_user_max_textblob_polarity,Sentiment & emotion,77,128,0.45454545454545453,0.01107966094422529,0.666482781590461,-0.039307195330114675,0.06146651721856526,-0.011439138108853483,0.6163223513849688,-0.05618404399914183,0.03330576778143486,0.9932795065875201,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_mimicry_bert,Semantic dynamics,77,128,0.45454545454545453,-0.012102336645269045,0.6742433728887923,-0.06853434204137543,0.044329668750837346,0.00585292992706303,0.7879672960603563,-0.03679992004726049,0.04850577990138655,0.9932795065875201,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_user_min_function_word_accommodation,Semantic dynamics,77,128,0.45454545454545453,0.01275572822829668,0.6769065028876122,-0.047243017280889574,0.07275447373748294,-0.008019184685222242,0.6472192070846349,-0.04236430447395355,0.02632593510350906,0.9932795065875201,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_user_max_neutral_bert,Sentiment & emotion,77,128,0.45454545454545453,0.009857582704633789,0.6785074612288353,-0.03675393689992357,0.05646910230919115,0.01018091231965805,0.6172619820871175,-0.02974872709563186,0.05011055173494796,0.9932795065875201,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_user_max_verbs_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.01243995427981342,0.6833199442481521,-0.0473287445545199,0.07220865311414675,0.05341860327464722,0.0007427605869292834,0.02238107547115758,0.08445613107813685,0.9932795065875201,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_min_Impersonal_Pronoun_receptiveness_yeomans,Receptiveness,77,128,0.45454545454545453,-0.008965469251575613,0.710740598082414,-0.05634701428180783,0.038416075778656605,0.0021939279196505346,0.9031415366071986,-0.03314082443699074,0.03752868027629181,0.994612715133625,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_neutral_bert,Sentiment & emotion,77,128,0.45454545454545453,0.012144782058276956,0.7160467456391905,-0.05329443292698327,0.07758399704353719,-0.012542880078299942,0.5901715458322766,-0.058187450894133776,0.03310169073753389,0.994612715133625,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_max_num_chars,Volume & form,77,128,0.45454545454545453,0.007494348299933921,0.7269920698333605,-0.034577867296060404,0.04956656389592825,0.03708683856982323,0.05653783726279152,-0.0010326921556529228,0.07520636929529938,0.994612715133625,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_max_adverbs_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.009283225048328672,0.7309386590251474,-0.04362748887406984,0.06219393897072719,0.036454635815321164,0.038188045922248864,0.0019849726120582042,0.07092429901858413,0.994612715133625,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_cognitive_mech_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,-0.006895392813902319,0.7366793853641597,-0.0470874031988191,0.03329661757101446,0.05593737705288175,0.004009371803592694,0.017835496499757394,0.09403925760600611,0.994612715133625,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,mean_user_max_info_exchange_zscore_conversation,Semantic dynamics,77,128,0.45454545454545453,-0.007599058836956059,0.7415312992198176,-0.05275581783216515,0.037557700158253035,0.020449652106619927,0.23990411147264534,-0.013654907033427817,0.05455421124666767,0.994612715133625,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_inclusive_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,-0.008982591961079787,0.7431577624781722,-0.06271138400442193,0.04474620008226236,0.0358603785292423,0.08185926609835006,-0.004533361397339931,0.07625411845582453,0.994612715133625,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_past_tense_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,-0.00661002277100673,0.7475781309754956,-0.04686490366733312,0.03364485812531966,0.024214457026041934,0.135805632234627,-0.007603494856813539,0.05603240890889741,0.994612715133625,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_min_neutral_bert,Sentiment & emotion,77,128,0.45454545454545453,0.010530782639743287,0.7477230340720868,-0.05363956673784134,0.07470113201732792,0.0074093669961926775,0.7058772690567316,-0.03107006909621024,0.045888803088595595,0.994612715133625,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_user_min_certainty_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.007027271713393879,0.788154953951863,-0.04422999153738119,0.05828453496416895,0.0027228093732939475,0.8334427239131097,-0.02265478024601162,0.028100398992599515,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_user_max_verbs_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,-0.005341660990392277,0.7914047182799508,-0.04492570514406058,0.03424238316327603,0.047320115823152605,0.006822727188826167,0.01303809775250657,0.08160213389379864,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,mean_user_max_num_chars,Volume & form,77,128,0.45454545454545453,0.006551870422058022,0.8104697888011296,-0.046994244058245926,0.06009798490236197,0.05844073012745122,0.004088630064962561,0.01854797799025923,0.09833348226464321,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.006190674266380001,0.8175411416738378,-0.0464016226872685,0.058782971220028506,0.034878837244335124,0.0656458838386736,-0.0022571910981914675,0.07201486558686171,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_user_min_num_all_caps,Volume & form,77,128,0.45454545454545453,0.007894206390483922,0.8177274775210572,-0.059240077471230446,0.0750284902521983,-0.03874509797868032,0.012243359507515456,-0.06905944451403351,-0.008430751443327139,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,mean_user_min_certainty_rocklage,Sentiment & emotion,77,128,0.45454545454545453,-0.0040978062001839335,0.8191409156583127,-0.03922376547758289,0.031028153077215022,-0.0009986712506379891,0.9517640746256306,-0.0333561955335256,0.03135885303224962,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,turn_taking_index,Participation & timing,77,128,0.45454545454545453,-0.004966847049173948,0.8191441783337279,-0.04754291372449222,0.03760921962614433,0.01672395565198566,0.5110427910796256,-0.033150680840072194,0.06659859214404351,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_forward_flow,Semantic dynamics,77,128,0.45454545454545453,0.006133021793430819,0.8310156077513697,-0.05019569017268977,0.062461733759551406,0.014022173937747351,0.5699229879531778,-0.034349266918727264,0.062393614794221966,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_user_min_neutral_bert,Sentiment & emotion,77,128,0.45454545454545453,-0.007523020613630627,0.834366135715781,-0.0780370551306567,0.06299101390339545,0.00030119425462602455,0.9881739428346252,-0.03952593097052276,0.04012831947977481,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_min_positive_affect_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.004607172451412477,0.8374284018612413,-0.039401589876753094,0.04861593477957805,0.025618481096010753,0.07526259279126614,-0.0026081802699399748,0.05384514246196148,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,-0.003972199893239229,0.8575931465303627,-0.04735951387827728,0.03941511409179883,0.05645137123958707,0.003627801021438947,0.018414592072365628,0.09448815040680852,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_info_exchange_zscore_conversation,Semantic dynamics,77,128,0.45454545454545453,0.004828708832144039,0.8654026827490893,-0.051006373447190764,0.060663791111478835,0.014051963616840774,0.5143060804653165,-0.028179811083786387,0.056283738317467934,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,mean_user_max_present_tense_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,-0.0037648418513133997,0.8656632248930203,-0.047383515379328264,0.039853831676701465,0.0592597822304463,0.000529080500775953,0.025745365435412428,0.09277419902548018,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,min_textblob_subjectivity,Sentiment & emotion,77,128,0.45454545454545453,0.00288621164314162,0.8800745625748692,-0.03460762308934036,0.040380046375623604,-0.0373512448357309,0.029833902429747632,-0.07105169105320738,-0.0036507986182544236,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,mean_user_max_neutral_bert,Sentiment & emotion,77,128,0.45454545454545453,-0.0034810703071832647,0.8807583679300566,-0.0489638188182631,0.04200167820389657,0.03988620774690195,0.03875563873434752,0.0020612667602763826,0.07771114873352752,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_max_present_tense_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.0029950471619513835,0.8814940185311714,-0.036382198589636705,0.04237229291353947,0.0315092919762987,0.07996481905707833,-0.0037625235807101087,0.06678110753330752,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_max_verbs_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,-0.0031687184425699534,0.8830937377734019,-0.04540358628347246,0.03906614939833255,0.04048994242235093,0.029568178720417514,0.004016997187774526,0.07696288765692734,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_max_positivity_zscore_conversation,Sentiment & emotion,77,128,0.45454545454545453,-0.0038581344722060356,0.8883890612360956,-0.057739050337692104,0.05002278139328003,-0.040372087561094,0.015614892838587174,-0.07309936765064305,-0.0076448074715449454,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_dale_chall_score,Volume & form,77,128,0.45454545454545453,-0.003148109752467152,0.8963404280745892,-0.050506981915411954,0.044210762410477646,0.042697079304193766,0.021171767710787097,0.006389875542587561,0.07900428306579997,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_tentativeness_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,0.0032837815937869805,0.9007874812420797,-0.04834265569858748,0.05491021888616143,0.0625176662252723,0.0004578558882652266,0.027551104687029183,0.09748422776351542,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,mean_user_mean_info_exchange_zscore_conversation,Semantic dynamics,77,128,0.45454545454545453,-0.0027480193327277694,0.9029036330429642,-0.046897824087820617,0.041401785422365084,-0.03083260789259707,0.07503695030669695,-0.0647779493469848,0.003112733561790662,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,stdev_user_max_dale_chall_score,Volume & form,77,128,0.45454545454545453,-0.002687946797765797,0.9109146991731849,-0.04977455705097448,0.04439866345544289,0.03161634707016109,0.13289284609082336,-0.00961818612193404,0.07285088026225622,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,sum_num_messages,Volume & form,77,128,0.45454545454545453,0.0033622387401412634,0.9148373378032566,-0.05826040688238699,0.06498488436266951,0.04303944036094641,0.003936484434971726,0.01378182972407756,0.07229705099781526,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,sum_num_chars,Volume & form,77,128,0.45454545454545453,-0.0025921823270179034,0.921959738577555,-0.05445316674198052,0.049268802087944714,0.03876829240580408,0.01133390897741854,0.008761378483537068,0.06877520632807109,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,max_user_min_inclusive_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,-0.001934390986869344,0.9262712608672041,-0.04290535092295787,0.03903656894921918,-0.009731246946811871,0.48160597313188147,-0.03683413130537916,0.017371637411755417,0.9962132140168156,False
3,cumulative,no_baseline,contribution_rate,contribution rate per SD,15,mean_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),77,128,0.45454545454545453,-0.0016740995205478386,0.9407784899134776,-0.045840356998051626,0.04249215795695595,0.061896731652453046,0.0013316091271359616,0.024092936258574928,0.09970052704633117,0.9962132140168156,False
