block,feature,family,endgame,middle,opening,swing
post,mean_user_max_num_chars,Volume & form,0.08044817558809848,0.07306158674541909,-0.28400535610624755,0.364453531694346
window,stdev_user_max_negative_bert,Sentiment & emotion,0.15395676812733022,0.25955854642763443,-0.2048881726369241,0.3588449407642543
window,mean_user_max_present_tense_lexical_wordcount,Lexical (LIWC),0.06604164347688325,0.1487002234519099,-0.286369447492866,0.35241109096974926
pre,mean_user_max_textblob_subjectivity,Sentiment & emotion,-0.09584247514997125,-0.12203266167022693,-0.4445320854135335,0.34868961026356227
pre,min_positivity_zscore_conversation,Sentiment & emotion,0.05359210831560917,0.06677204351590249,-0.29375415481754136,0.34734626313315053
pre,within_person_disc_range,Semantic dynamics,-0.4859767558243014,-0.478407292898621,-0.14599691431776413,-0.33997984150653726
pre,min_user_max_negative_bert,Sentiment & emotion,0.12951348713929686,0.2036487848500256,-0.20274348096758346,0.3322569681068803
pre,max_function_word_accommodation,Semantic dynamics,-0.29292539740581963,-0.26970783197059933,0.030735232200508035,-0.3236606296063277
pre,min_negative_bert,Sentiment & emotion,0.21701660023646144,0.26574707126845054,-0.1060233689274385,0.32303996916389993
post,max_user_max_verbs_lexical_wordcount,Lexical (LIWC),0.1211635227728662,0.04202505181789468,-0.19825036675638355,0.31941388952924976
window,min_user_max_num_chars,Volume & form,-0.05051150256484159,-0.027343119747907346,-0.36608709617328417,0.31557559360844256
window,variance_in_DD,Semantic dynamics,-0.03247705136188796,0.00757041603417772,0.27943543388802905,-0.311912485249917
pre,sum_num_messages,Volume & form,-0.5132431004674973,-0.5181587488815058,-0.2034515233123164,-0.3097915771551809
window,max_user_min_num_all_caps,Volume & form,0.006300835585662671,-0.05475837467235138,0.31209012059589697,-0.3057892850102343
window,max_user_max_verbs_lexical_wordcount,Lexical (LIWC),0.19295283408527603,0.21069861099441747,-0.11255235042052927,0.3055051845058053
post,min_user_min_verbs_lexical_wordcount,Lexical (LIWC),0.12818797958546455,-0.04106682696216123,-0.17653229773961446,0.304720277325079
window,max_user_min_function_word_accommodation,Semantic dynamics,-0.006351736011167919,-0.008968751016809494,0.2967630038762171,-0.303114739887385
post,min_num_chars,Volume & form,0.06502322901157856,-0.01427299369789153,-0.23714935338169157,0.30217258239327016
post,min_user_max_nltk_english_stopwords_lexical_wordcount,Lexical (LIWC),0.04776838267933503,-0.022057770195572923,-0.2541111685391356,0.30187955121847065
post,min_nltk_english_stopwords_lexical_wordcount,Lexical (LIWC),0.07344852934940849,-0.04951997654868231,-0.22048651731636362,0.2939350466657721
window,max_num_all_caps,Volume & form,0.05150680419502613,0.010848232872182603,0.3443255651687355,-0.2928187609737094
pre,min_info_exchange_zscore_conversation,Semantic dynamics,0.03850875010913695,0.01144847244805863,0.32686594440982697,-0.28835719430069
window,max_function_word_accommodation,Semantic dynamics,0.05718779047281305,0.10471499441979895,0.3432729571467813,-0.28608516667396827
window,min_user_max_textblob_subjectivity,Sentiment & emotion,0.0951409592195797,-0.07201049300620864,-0.18820880663419978,0.28334976585377947
pre,max_cognitive_mech_lexical_wordcount,Lexical (LIWC),-0.38972081733202296,-0.2216617223170479,-0.10815083677739776,-0.28156998055462523
window,stdev_user_min_positive_words_lexical_wordcount,Lexical (LIWC),0.11402006615825637,0.08225439689442883,-0.16746168472829215,0.28148175088654853
pre,max_info_exchange_zscore_conversation,Semantic dynamics,-0.2520389568805659,-0.33205514400024105,0.02501931556650615,-0.27705827244707204
post,min_info_exchange_zscore_conversation,Semantic dynamics,-0.08515956302671909,-0.09650102383865966,0.18961804361282492,-0.274777606639544
pre,variance_in_DD,Semantic dynamics,-0.1180849664804667,-0.11370393097462339,0.15567057177744129,-0.273755538257908
post,within_person_disc_range,Semantic dynamics,-0.0833739633803709,0.08745446108059399,0.18938719861421643,-0.27276116199458733
window,max_time_diff,Participation & timing,0.23401070249906433,0.3544558666241134,0.5037316278893387,-0.26972092539027437
pre,stdev_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),-0.4195781131872029,-0.2739702014808506,-0.14995000407020861,-0.2696281091169943
pre,turn_taking_index,Participation & timing,-0.3146713120649753,-0.35054810829553074,-0.047029246173594774,-0.2676420658913805
window,max_user_min_positive_words_lexical_wordcount,Lexical (LIWC),0.1011144858360866,0.057683847593614584,-0.1651330114336875,0.2662474972697741
pre,max_num_all_caps,Volume & form,-0.11568076638983228,-0.20329143317348822,0.148709097634108,-0.26438986402394027
post,max_user_min_content_word_accommodation_per_conv,Semantic dynamics,-0.11426490853010612,0.01220932164168221,0.14887798799601298,-0.2631428965261191
post,max_user_min_function_word_accommodation,Semantic dynamics,-0.05221522002745782,-0.04672174507195033,0.20375708264529493,-0.2559723026727527
window,mean_user_mean_info_exchange_zscore_conversation,Semantic dynamics,0.03797485804702548,0.03094574493001482,-0.21738842688392077,0.25536328493094623
window,stdev_user_min_info_exchange_zscore_conversation,Semantic dynamics,0.030963407858087988,-0.057590055131939266,-0.22330330235496523,0.25426671021305325
pre,max_user_min_num_all_caps,Volume & form,-0.03195840782598565,-0.1256173286145264,0.22221531883906553,-0.25417372666505117
post,mean_user_max_textblob_subjectivity,Sentiment & emotion,0.1524738992935872,0.06584666270140034,-0.0982469089865877,0.2507208082801749
window,sum_num_messages,Volume & form,0.14152288284276138,0.3205243148975453,0.3915496230050449,-0.25002674016228355
pre,max_user_min_info_exchange_zscore_conversation,Semantic dynamics,-0.05891980747920077,-0.08057669372422424,0.18958151133820342,-0.24850131881740417
pre,min_user_max_num_chars,Volume & form,0.10410297813338487,0.28052674043924813,-0.14007765238186493,0.2441806305152498
window,max_textblob_subjectivity,Sentiment & emotion,0.21599333376837138,0.218476888798427,-0.027677170119923333,0.2436705038882947
window,min_textblob_subjectivity,Sentiment & emotion,0.08146935099135401,-0.10849591945291741,-0.16186666387280985,0.24333601486416384
post,min_textblob_subjectivity,Sentiment & emotion,0.14344321667008242,-0.06342237197034153,-0.09673069897892476,0.2401739156490072
window,stdev_user_max_verbs_lexical_wordcount,Lexical (LIWC),0.2015149068526596,0.20413269696621195,-0.038443675624278896,0.2399585824769385
window,min_user_max_time_diff,Participation & timing,-0.032035191743114574,0.1297302770782122,0.20438443435601394,-0.23641962609912853
window,discursive_diversity,Semantic dynamics,0.1398918571082618,0.17451274858233867,-0.09618514538168835,0.23607700248995014
window,stdev_user_min_forward_flow,Semantic dynamics,0.1136965463486883,0.10515175470624977,-0.12168874946694395,0.23538529581563225
post,min_user_max_negative_bert,Sentiment & emotion,0.029044321326782287,0.03837583136549035,-0.20603851463827375,0.23508283596505603
pre,max_negative_bert,Sentiment & emotion,-0.3342710438193676,-0.26698420380303234,-0.5688232534406354,0.23455220962126783
post,min_user_max_textblob_subjectivity,Sentiment & emotion,0.13964319373323053,-0.04874280038334132,-0.09477218033757577,0.23441537407080631
pre,min_user_max_textblob_polarity,Sentiment & emotion,0.2985025790137497,0.1495935094938306,0.06565688367074166,0.23284569534300806
pre,max_user_min_positivity_zscore_conversation,Sentiment & emotion,-0.00044684671629027464,-0.06376123496305137,0.23225975785543973,-0.23270660457173
window,min_user_max_verbs_lexical_wordcount,Lexical (LIWC),-0.018006585797118835,-0.0474484631296823,-0.2481575258221446,0.23015094002502576
post,turn_taking_index,Participation & timing,-0.023720850398125368,0.05916812458492135,0.2063523557889437,-0.23007320618706906
window,min_user_max_negative_bert,Sentiment & emotion,-0.06852042709848816,-0.009626766533204302,-0.29821698254139334,0.22969655544290518
pre,max_user_min_word_TTR,Volume & form,0.07431901638989834,-0.06078234986796696,-0.1542649911329606,0.22858400752285896
pre,max_user_min_certainty_rocklage,Sentiment & emotion,-0.13953819838475032,-0.10262616650817677,0.08840537641111047,-0.2279435747958608
pre,min_user_max_neutral_bert,Sentiment & emotion,0.22825288983823017,0.327485230172183,0.002648843838926817,0.22560404599930334
post,max_info_exchange_zscore_conversation,Semantic dynamics,-0.11745419738901708,-0.02413544255264991,0.10764856467576835,-0.2251027620647854
window,max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),0.13443408208688987,0.20896719898182173,-0.08972402814375756,0.2241581102306474
post,max_function_word_accommodation,Semantic dynamics,-0.05596261615975696,-0.01603025669255638,0.16787686683080474,-0.2238394829905617
window,stdev_user_min_Positive_Emotion_receptiveness_yeomans,Receptiveness,0.12346370657380296,0.0645216939371991,-0.0981329422980699,0.22159664887187286
post,team_burstiness,Participation & timing,-0.10427021209940734,0.0031333252886067975,0.11594150915952102,-0.22021172125892835
window,max_first_person_singular_lexical_wordcount,Lexical (LIWC),0.14111707036735818,0.17742658623063592,-0.0783776527772645,0.21949472314462268
pre,max_relative_lexical_wordcount,Lexical (LIWC),-0.38778920476949563,-0.23626314063251266,-0.16844347311474867,-0.21934573165474697
pre,max_neutral_bert,Sentiment & emotion,-0.3486985641778866,-0.16699274045539167,-0.12974525739171883,-0.21895330678616776
window,mean_user_min_forward_flow,Semantic dynamics,0.16728593434575972,0.21890645114574891,-0.049238435023788205,0.21652436936954794
pre,max_inclusive_lexical_wordcount,Lexical (LIWC),-0.3574188893985336,-0.24290560367197356,-0.14135666448253703,-0.21606222491599658
pre,stdev_user_max_num_chars,Volume & form,-0.3730011072199484,-0.3036664671240112,-0.15723743248447372,-0.21576367473547467
post,min_user_max_mimicry_bert,Semantic dynamics,-0.14038411229415412,0.0340912114849612,0.07509306639417775,-0.21547717868833188
window,stdev_user_min_adverbs_lexical_wordcount,Lexical (LIWC),0.06131438049281976,0.07934942653988189,-0.1532681975914781,0.21458257808429787
window,stdev_user_max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),0.15198734568935904,0.20528388069832992,-0.06135559677401212,0.21334294246337115
pre,max_user_min_inclusive_lexical_wordcount,Lexical (LIWC),-0.20325832418284978,-0.07068102937826845,0.009830152013832819,-0.21308847619668259
window,max_user_min_conjunction_lexical_wordcount,Lexical (LIWC),0.07396584218806608,0.06133995948109907,-0.13903811281684986,0.21300395500491592
post,max_present_tense_lexical_wordcount,Lexical (LIWC),0.029990198393833083,0.056571403664695936,-0.18234118884270545,0.21233138723653852
post,min_user_max_social_lexical_wordcount,Lexical (LIWC),0.038679085919735484,-0.04986404044804274,-0.1718230389263649,0.2105021248461004
window,max_user_max_word_TTR,Volume & form,0.031847593826558135,0.0595187284146316,-0.17761984582808543,0.20946743965464357
pre,min_num_chars,Volume & form,0.2050246173727465,0.35582012888719206,-0.0019969813856662573,0.20702159875841275
window,max_adverbs_lexical_wordcount,Lexical (LIWC),0.11790424871242272,0.23018641540324486,-0.08864885981995146,0.20655310853237419
window,stdev_user_max_preposition_lexical_wordcount,Lexical (LIWC),0.1597953222054446,0.2054275366691528,-0.04642733429735425,0.20622265650279886
pre,max_user_min_neutral_bert,Sentiment & emotion,-0.20580270363898967,-0.03650757355041534,-0.002643122370919294,-0.20315958126807038
post,min_user_max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),0.06126863867545321,-0.008133545515233475,-0.14063764802090833,0.20190628669636154
pre,stdev_user_min_neutral_bert,Sentiment & emotion,-0.38611185729165637,-0.3506335994994536,-0.184901147215899,-0.20121071007575736
window,max_user_min_word_TTR,Volume & form,0.04715235458664694,0.06006704920254621,-0.1530635293441775,0.20021588393082443
window,max_present_tense_lexical_wordcount,Lexical (LIWC),0.11681987221221138,0.21990125949870412,-0.08334453346016447,0.20016440567237587
pre,max_Impersonal_Pronoun_receptiveness_yeomans,Receptiveness,-0.34680300972913425,-0.25321050926004446,-0.147288800704786,-0.19951420902434824
window,stdev_user_max_positivity_zscore_conversation,Sentiment & emotion,0.10683988466503412,0.05316981303376293,-0.09189623593089337,0.1987361205959275
window,stdev_user_max_adverbs_lexical_wordcount,Lexical (LIWC),0.11601108012443653,0.23734660248199702,-0.08264291516817666,0.19865399529261318
window,min_certainty_rocklage,Sentiment & emotion,-0.11186178382659957,-0.14336959937305693,0.08589960015370053,-0.1977613839803001
window,stdev_user_max_positive_words_lexical_wordcount,Lexical (LIWC),0.13677607531936245,0.24741766880663,-0.06010094589250638,0.19687702121186884
post,max_adverbs_lexical_wordcount,Lexical (LIWC),0.022391965113174973,0.09721061631771362,-0.1726175160035752,0.19500948111675018
pre,max_forward_flow,Semantic dynamics,-0.41231385099411044,-0.3604592578737334,-0.21777265465807544,-0.194541196336035
pre,stdev_user_max_textblob_subjectivity,Sentiment & emotion,-0.4578053880549803,-0.3990911712289202,-0.2638694860716429,-0.19393590198333738
post,max_negative_bert,Sentiment & emotion,0.01955217649821616,0.18127613272854798,-0.17402825627773968,0.19358043277595585
post,stdev_user_max_adverbs_lexical_wordcount,Lexical (LIWC),0.04874696205360197,0.09985116673417264,-0.14426761553105089,0.19301457758465285
post,max_first_person_singular_lexical_wordcount,Lexical (LIWC),0.03493878442094767,0.05239812450995945,-0.1565389249278264,0.19147770934877406
pre,min_user_max_word_TTR,Volume & form,0.10134358384117167,0.03522783396842727,-0.0892443205731472,0.1905879044143189
post,min_cognitive_mech_lexical_wordcount,Lexical (LIWC),0.019825589549576146,-0.04289516360131189,-0.16962340368285617,0.1894489932324323
window,stdev_user_max_present_tense_lexical_wordcount,Lexical (LIWC),0.14277013096610522,0.22508703717342915,-0.04432222551329328,0.1870923564793985
window,stdev_user_max_Positive_Emotion_receptiveness_yeomans,Receptiveness,0.1605576334262714,0.22461676735273936,-0.021370522429926198,0.18192815585619762
post,sum_num_messages,Volume & form,-0.12122013945031854,0.026914179751056814,0.05889802357886504,-0.18011816302918357
pre,max_certainty_rocklage,Sentiment & emotion,-0.2718896303738292,-0.28872378853843333,-0.09214343862386432,-0.17974619174996487
window,min_num_chars,Volume & form,-0.11394262532071178,-0.11247991177557683,-0.2932459884637704,0.17930336314305864
pre,mean_user_max_textblob_polarity,Sentiment & emotion,-0.03910028942426433,-0.11230505120288661,-0.21778602450131998,0.17868573507705565
window,max_user_min_positivity_zscore_conversation,Sentiment & emotion,-0.02899593193394938,-0.06605144533323794,0.14883155203820891,-0.1778274839721583
window,max_user_min_content_word_accommodation_per_conv,Semantic dynamics,-0.034850909756932606,0.042431536701261416,0.1417122595835638,-0.1765631693404964
window,max_user_min_textblob_subjectivity,Sentiment & emotion,0.10173496838059219,0.0861663726603161,-0.07425751921740104,0.17599248759799324
post,mean_user_max_info_exchange_zscore_conversation,Semantic dynamics,-0.01783974586990234,0.04211774020979841,-0.19334830522834004,0.1755085593584377
post,max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),0.05922893189469114,0.07404465675267327,-0.11620121301982209,0.17543014491451323
post,min_negative_bert,Sentiment & emotion,0.01768374096609538,0.006600760649392328,-0.1574620604170714,0.17514580138316677
window,max_user_min_first_pronouns_proportion,Semantic dynamics,0.0365405211447217,-0.0101872381673028,0.2116476892965748,-0.1751071681518531
window,min_user_max_nltk_english_stopwords_lexical_wordcount,Lexical (LIWC),-0.06514930746328493,-0.05080161669700844,-0.23894937386576157,0.17380006640247664
post,max_num_all_caps,Volume & form,-0.011961476814803342,-0.0335098317995993,0.16147155322242013,-0.17343303003722346
post,stdev_user_max_verbs_lexical_wordcount,Lexical (LIWC),0.0595613382922136,0.04838273981932147,-0.11284538799007188,0.17240672628228548
post,min_user_max_positivity_zscore_conversation,Sentiment & emotion,-0.06149018374445377,0.0645450008313301,-0.23285060513311595,0.17136042138866217
window,max_cognitive_mech_lexical_wordcount,Lexical (LIWC),0.04364695386164083,0.16018841594366076,0.2147190832484287,-0.17107212938678787
window,min_user_max_mimicry_bert,Semantic dynamics,0.03942178237824602,0.14098332078936424,0.20985519759106583,-0.1704334152128198
post,max_user_min_first_pronouns_proportion,Semantic dynamics,-0.015781051290641734,-0.016322605453118207,0.15399881285343955,-0.16977986414408128
window,stdev_user_max_info_exchange_zscore_conversation,Semantic dynamics,-0.008952438939784675,0.05512098533683615,0.1608108561672341,-0.16976329510701876
post,min_user_max_time_diff,Participation & timing,-0.10378430346474853,0.020138094072061956,0.06530398531043374,-0.16908828877518228
post,max_user_min_num_all_caps,Volume & form,0.012376939850226004,-0.03936071982585331,0.18130916055319748,-0.16893222070297148
window,team_burstiness,Participation & timing,0.0646758477893522,0.12125875173158171,0.232334621633644,-0.1676587738442918
window,mean_user_max_info_exchange_zscore_conversation,Semantic dynamics,0.06642560053622537,0.205480684647313,-0.09885806510866868,0.16528366564489405
pre,mean_user_max_verbs_lexical_wordcount,Lexical (LIWC),-0.20048628574797334,0.03414034572484497,-0.3656239671976116,0.16513768144963825
pre,min_textblob_polarity,Sentiment & emotion,0.3827874307350128,0.2730338367123719,0.2181949295381586,0.1645925011968542
pre,max_user_max_word_TTR,Volume & form,0.061103642356940664,-0.05086898106383515,-0.1029622824586782,0.16406592481561885
post,stdev_user_min_positive_affect_lexical_wordcount,Lexical (LIWC),-0.024160958820846117,0.07506278137767132,0.1396185164622988,-0.16377947528314493
post,min_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),0.006958549424424221,-0.04118544151982069,-0.1555723482688197,0.16253089769324391
window,mean_user_max_forward_flow,Semantic dynamics,0.14733250473424558,0.28440450366292347,-0.013632933487082268,0.16096543822132786
post,mean_user_mean_info_exchange_zscore_conversation,Semantic dynamics,0.07269513726886995,0.03170057415366475,-0.08667071853748563,0.1593658558063556
post,max_user_min_conjunction_lexical_wordcount,Lexical (LIWC),0.0766343753546005,0.06923484711705309,-0.08157097257586518,0.1582053479304657
window,max_positive_words_lexical_wordcount,Lexical (LIWC),0.11950330811811105,0.2218308519985825,-0.0379879256504705,0.15749123376858154
window,min_user_max_positivity_zscore_conversation,Sentiment & emotion,-0.005589734189349625,0.07486819188496524,-0.16221127922264378,0.15662154503329415
pre,stdev_user_min_positive_affect_lexical_wordcount,Lexical (LIWC),-0.2811950862362523,-0.13326605979526934,-0.12491996082387784,-0.15627512541237443
pre,max_num_chars,Volume & form,-0.3797469880551489,-0.2271173257940313,-0.22347270071663006,-0.15627428733851884
pre,stdev_user_max_textblob_polarity,Sentiment & emotion,-0.45983978161422967,-0.3640126860140073,-0.3036073631569406,-0.15623241845728908
pre,min_user_min_word_TTR,Volume & form,0.18422070397942394,0.1662466047759999,0.030379499094723955,0.1538412048847
pre,max_social_lexical_wordcount,Lexical (LIWC),-0.3435698577402099,-0.2241273514138849,-0.19015087384225526,-0.15341898389795466
window,stdev_user_min_positivity_zscore_conversation,Sentiment & emotion,-0.07235366138506535,-0.11847644375469431,0.08064948230200966,-0.15300314368707502
pre,min_user_max_positivity_zscore_conversation,Sentiment & emotion,-0.040353638637227005,0.03496501052057092,-0.1931612605029119,0.15280762186568492
pre,stdev_user_min_certainty_rocklage,Sentiment & emotion,-0.13229540491003464,-0.1713190243383957,0.020472697060386798,-0.15276810197042143
window,min_negative_bert,Sentiment & emotion,-0.10869269336154432,-0.06469525466333242,-0.26132354210336517,0.15263084874182087
pre,min_user_max_preposition_lexical_wordcount,Lexical (LIWC),-0.026672071702682095,0.23522962800042133,0.12464514616417922,-0.1513172178668613
post,max_conjunction_lexical_wordcount,Lexical (LIWC),0.036882706352863955,0.07731458383092804,-0.11420322312368612,0.15108592947655008
pre,stdev_user_max_certainty_rocklage,Sentiment & emotion,-0.2357116714856732,-0.2947407049056178,-0.08518342495285941,-0.1505282465328138
window,max_user_min_article_lexical_wordcount,Lexical (LIWC),0.048725415103354826,0.07067808209875968,-0.10138273990603025,0.15010815500938507
pre,stdev_user_max_social_lexical_wordcount,Lexical (LIWC),-0.38755326584865324,-0.27612908785697465,-0.23772177930159807,-0.14983148654705516
window,within_person_disc_range,Semantic dynamics,0.13583013927434043,0.21773895469526394,0.2852082683341272,-0.14937812905978679
window,min_user_max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),-0.04494730019924038,-0.0464102175067885,-0.19388324037469065,0.14893594017545028
post,stdev_user_max_preposition_lexical_wordcount,Lexical (LIWC),0.02976578528559703,0.08861026887951205,-0.11700946322504104,0.14677524851063806
window,max_certainty_rocklage,Sentiment & emotion,0.050853918245998365,0.1606086047054727,0.19729052952759868,-0.14643661128160032
pre,min_neutral_bert,Sentiment & emotion,0.325894685422524,0.464098656391395,0.17959769234761988,0.1462969930749041
post,min_certainty_rocklage,Sentiment & emotion,-0.02245720065035789,-0.062394642201279014,0.12382820461334863,-0.14628540526370654
post,min_user_max_preposition_lexical_wordcount,Lexical (LIWC),0.018402867529531037,-0.04177427755901888,-0.12785547419169185,0.1462583417212229
post,incongruent_modulation,Semantic dynamics,-0.08080244406986237,0.023313461449032416,0.06455668804419042,-0.14535913211405277
window,max_preposition_lexical_wordcount,Lexical (LIWC),0.10470985036183986,0.1996343028140002,-0.040095328595491996,0.14480517895733186
pre,mean_user_min_textblob_polarity,Sentiment & emotion,0.1825249780219212,0.0841389336646995,0.03815826875363591,0.14436670926828526
pre,stdev_user_min_positivity_zscore_conversation,Sentiment & emotion,0.10724147242678321,0.03985015327431499,0.25160714699319164,-0.14436567456640842
post,mean_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),0.009510719045463707,-0.0017195728527704727,-0.13458627073331778,0.1440969897787815
window,max_conjunction_lexical_wordcount,Lexical (LIWC),0.10928787673083337,0.20252840733249594,-0.0342819818853879,0.14356985861622126
post,stdev_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),-0.015603526851218167,0.02150770286212488,0.12788743901207322,-0.14349096586329138
window,mean_user_max_textblob_polarity,Sentiment & emotion,0.11217940791548686,0.08173123478130889,-0.030135754045737245,0.1423151619612241
window,stdev_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),0.07110652239064796,0.16807836097637147,0.21305063278845246,-0.1419441103978045
pre,max_first_pronouns_proportion,Semantic dynamics,-0.20247191615425011,-0.3180872922889363,-0.06066795826216886,-0.14180395789208125
post,max_preposition_lexical_wordcount,Lexical (LIWC),0.00831577619100015,0.0690022457829798,-0.13225278109922803,0.14056855729022819
post,min_neutral_bert,Sentiment & emotion,-0.022431313892660874,-0.08819884590523847,-0.1627791368362242,0.14034782294356332
pre,max_user_min_forward_flow,Semantic dynamics,-0.3338823912985865,-0.33710958136747277,-0.19435719377526128,-0.1395251975233252
window,stdev_user_min_Impersonal_Pronoun_receptiveness_yeomans,Receptiveness,0.11028328281334247,0.06929418505481055,-0.029138703923482116,0.1394219867368246
post,stdev_user_max_negative_bert,Sentiment & emotion,0.022702727040494808,0.170165857209673,-0.11539609137740316,0.13809881841789795
post,max_first_pronouns_proportion,Semantic dynamics,-0.05105586641553942,0.013075702288844977,0.08690714416657319,-0.1379630105821126
post,max_user_min_info_exchange_zscore_conversation,Semantic dynamics,0.03668576420115555,-0.0036803459231329223,0.17383787592863706,-0.1371521117274815
post,min_user_max_relative_lexical_wordcount,Lexical (LIWC),-0.005253891414218396,-0.03210263273917842,-0.14228682512926752,0.13703293371504913
window,stdev_forward_flow,Semantic dynamics,0.0644464550034769,0.05846681358574166,-0.07178303508174307,0.13622949008521995
pre,max_user_min_first_pronouns_proportion,Semantic dynamics,-0.014265116576463403,-0.14591860863301095,0.12178101058214429,-0.1360461271586077
window,max_user_min_tentativeness_lexical_wordcount,Lexical (LIWC),0.0510215424281098,0.0511575742935329,-0.08404422249268866,0.13506576492079847
pre,stdev_user_max_negative_bert,Sentiment & emotion,-0.35612688566405354,-0.3176070111715519,-0.4908673821453668,0.13474049648131325
post,stdev_user_max_info_exchange_zscore_conversation,Semantic dynamics,-0.044153474215479493,-0.010950462205089566,0.09017236656581058,-0.13432584078129006
post,max_cognitive_mech_lexical_wordcount,Lexical (LIWC),-0.04979392259918382,0.0020042752064059165,0.0842948870878185,-0.13408880968700232
window,max_First_Person_Single_receptiveness_yeomans,Receptiveness,0.12057935430759338,0.18334567195474258,-0.011066942504609002,0.13164629681220238
post,stdev_user_max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),0.05573677315354225,0.07483581025467716,-0.07450218155195804,0.1302389547055003
