block,stage,feature,family,n_game_rounds,coef_learn,p_learn,ci_low_learn,ci_high_learn,coef_val,p_val,ci_low_val,ci_high_val,q_learn,replicates
post,endgame,max_tentativeness_lexical_wordcount,Lexical (LIWC),260,-0.024844879186542077,0.038315139449215496,-0.048352402785535716,-0.0013373555875484389,0.0012898254520000534,0.8912619868715284,-0.017202291662976623,0.01978194256697673,0.410523127607677,False
post,endgame,mean_user_max_present_tense_lexical_wordcount,Lexical (LIWC),260,-0.018508328255609552,0.03832143350789992,-0.03602095608380913,-0.0009957004274099707,0.004358427474611891,0.6751275486732056,-0.016023172467152083,0.02474002741637587,0.410523127607677,False
post,endgame,min_textblob_polarity,Sentiment & emotion,260,0.03071851811236584,0.03909744072454067,0.00153649019335967,0.05990054603137201,-0.003095761508952897,0.7888599300622485,-0.02575362959806292,0.019562106580157126,0.410523127607677,False
post,endgame,min_certainty_rocklage,Sentiment & emotion,260,0.018093992753016545,0.05035770648129708,-2.8210665862477002e-05,0.036216196171895566,-0.008052120212159126,0.3664089784530036,-0.02552500624566409,0.009420765821345836,0.49765262875634764,False
post,endgame,min_textblob_subjectivity,Sentiment & emotion,260,0.018655669473087506,0.05626532075783459,-0.0004982958043501483,0.037809634750525165,-0.008209512867920769,0.4295302340172241,-0.02857715279719318,0.012158127061351644,0.5092387250879195,False
post,endgame,mean_user_max_neutral_bert,Sentiment & emotion,260,-0.020834720696543255,0.05960578593493188,-0.0425129801593829,0.0008435387662963957,0.006559940752071828,0.5299228866487288,-0.013909350456157186,0.027029231960300843,0.5092387250879195,False
post,endgame,min_user_max_neutral_bert,Sentiment & emotion,260,-0.017467490150789935,0.061154827884796335,-0.035752108913489844,0.0008171286119099778,-0.005156944954314985,0.6237354451003246,-0.02576066558348844,0.01544677567485847,0.5092387250879195,False
post,endgame,max_time_diff,Participation & timing,260,-0.031598342957387976,0.06711276336958404,-0.06542378443827793,0.0022270985235019747,0.001144568341064675,0.928985290151043,-0.02402680785569021,0.02631594453781956,0.5092387250879195,False
post,endgame,min_user_max_time_diff,Participation & timing,260,-0.022964126046226004,0.07040423798049146,-0.04784050508060282,0.0019122529881508109,0.0051948021568493825,0.5192103351983466,-0.010601362216021839,0.020990966529720604,0.5092387250879195,False
post,endgame,max_num_all_caps,Volume & form,260,-0.014289471066394749,0.07418228211194107,-0.029975298681395653,0.001396356548606155,0.003286171308579819,0.8300294264015096,-0.026717846975305246,0.03329018959246488,0.5092387250879195,False
post,endgame,min_user_max_textblob_subjectivity,Sentiment & emotion,260,0.01693457308494476,0.07694549051321876,-0.0018313715188745493,0.035700517688764075,-0.0025923620289624704,0.7918225432407197,-0.021842365982035462,0.016657641924110525,0.5092387250879195,False
post,endgame,mean_user_max_textblob_polarity,Sentiment & emotion,260,0.014819536355001571,0.07802199138304597,-0.0016623828380635183,0.03130145554806666,0.0030519455609871763,0.7575826656001088,-0.01632784723409348,0.022431738356067835,0.5092387250879195,False
post,endgame,min_user_max_verbs_lexical_wordcount,Lexical (LIWC),260,-0.014983371701921145,0.07881075507313039,-0.03169160686355619,0.001724863459713899,-0.012407451575047222,0.26355472714234096,-0.03415837601580553,0.009343472865711088,0.5092387250879195,False
post,endgame,min_user_max_textblob_polarity,Sentiment & emotion,260,0.01821488062860769,0.08294891594756858,-0.002375711964996679,0.03880547322221206,-0.0014132902523698986,0.8980686638693548,-0.023036756024366903,0.020210175519627102,0.5161265881182044,False
post,endgame,max_dale_chall_score,Volume & form,260,-0.021129027841651632,0.10350529284965376,-0.046565012533407155,0.004306956850103894,0.010177022141404039,0.33590111765423336,-0.01055111586870611,0.030905160151514188,0.5466833359592124,False
post,endgame,stdev_user_mean_positivity_zscore_conversation,Sentiment & emotion,260,0.013555076090268136,0.10545250680606823,-0.002854967682045125,0.029965119862581397,-0.003636537209196291,0.695580656306819,-0.0218517405504876,0.01457866613209502,0.5466833359592124,False
post,endgame,max_neutral_bert,Sentiment & emotion,260,-0.018232764311809153,0.10693877745175491,-0.0403997628949745,0.003934234271356196,0.016286753333450116,0.13567381005824666,-0.0051069345115009775,0.037680441178401206,0.5466833359592124,False
post,endgame,max_positive_words_lexical_wordcount,Lexical (LIWC),260,0.012902197983632964,0.10761895534205869,-0.0028144155853536794,0.028618811552619607,0.005567379358513386,0.5414427825228196,-0.012302386516999216,0.02343714523402599,0.5466833359592124,False
post,endgame,max_positivity_zscore_conversation,Sentiment & emotion,260,-0.02471091378604768,0.1160047702509521,-0.05552497465424379,0.006103147082148427,-0.0053422349973198426,0.5228466397923424,-0.021729066572517483,0.011044596577877798,0.5466833359592124,False
post,endgame,mean_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),260,-0.012602209396414456,0.12013922855315007,-0.028494658175703177,0.003290239382874264,0.005728419772458079,0.5981120501359267,-0.015571381769172412,0.02702822131408857,0.5466833359592124,False
post,endgame,max_first_pronouns_proportion,Semantic dynamics,260,-0.02406053133425823,0.12043733399693361,-0.054427292216231125,0.006306229547714669,0.012182699608575282,0.24567267346903943,-0.008385094386017249,0.03275049360316781,0.5466833359592124,False
post,endgame,max_user_min_insight_lexical_wordcount,Lexical (LIWC),260,-0.013603553312524275,0.12381539023711503,-0.030928609730197253,0.0037215031051487032,0.0062026555029153635,0.5256860645223671,-0.012954113417446306,0.025359424423277033,0.5466833359592124,False
post,endgame,max_present_tense_lexical_wordcount,Lexical (LIWC),260,-0.0183639517127117,0.12485222376633325,-0.04181620754185062,0.005088304116427224,0.007795302170172582,0.4901029244667279,-0.014342811713022378,0.02993341605336754,0.5466833359592124,False
post,endgame,max_user_min_tentativeness_lexical_wordcount,Lexical (LIWC),260,-0.01800638413540412,0.1298782252236886,-0.04130776902357046,0.005295000752762222,-0.0022398295789363386,0.8045472719681767,-0.019979550405818555,0.015499891247945877,0.5466833359592124,False
post,endgame,max_conjunction_lexical_wordcount,Lexical (LIWC),260,-0.016749760454938468,0.1313050083870134,-0.03850553065629786,0.005006009746420927,0.0035269359684069763,0.7537334109537998,-0.018507549620659675,0.025561421557473624,0.5466833359592124,False
post,endgame,mean_user_max_info_exchange_zscore_conversation,Semantic dynamics,260,-0.0166338190741653,0.1328947959605422,-0.03832801458695467,0.005060376438624073,-0.0006609951879021697,0.9436665416934146,-0.018995059077187605,0.017673068701383264,0.5466833359592124,False
post,endgame,max_user_max_verbs_lexical_wordcount,Lexical (LIWC),260,-0.01382898851906435,0.13734525432674935,-0.032071841660425766,0.00441386462229707,-0.005213132733947561,0.6871306677723186,-0.03058247200817313,0.020156206540278006,0.5466833359592124,False
post,endgame,variance_in_DD,Semantic dynamics,260,0.011733632165719689,0.1386244601797289,-0.0037954284419784347,0.027262692773417814,0.009246111074424097,0.04292914755612231,0.0002942949676927164,0.018197927181155475,0.5466833359592124,False
post,endgame,max_info_exchange_zscore_conversation,Semantic dynamics,260,-0.02170562384973674,0.14267653088888302,-0.05072694004009874,0.007315692340625266,-0.0050776055963712916,0.5979258073719387,-0.023947903105196077,0.013792691912453494,0.5466833359592124,False
post,endgame,max_first_person_singular_lexical_wordcount,Lexical (LIWC),260,-0.015540846579850214,0.14356623693182377,-0.03636587823908537,0.00528418507938494,0.00685922936298032,0.48382721956473196,-0.0123418636868531,0.026060322412813742,0.5466833359592124,False
post,endgame,max_user_min_neutral_bert,Sentiment & emotion,260,-0.016270046675763896,0.14693318369495975,-0.03825544036196993,0.005715347010442139,0.016023445539174546,0.10801498822093912,-0.003517231356422082,0.035564122434771174,0.5466833359592124,False
post,endgame,stdev_user_max_textblob_polarity,Sentiment & emotion,260,-0.020355339703209453,0.15143949051662453,-0.04816760493559747,0.007456925529178565,0.005810423568293735,0.6187597279601589,-0.01707546307672235,0.028696310213309824,0.5466833359592124,False
post,endgame,max_exclusive_lexical_wordcount,Lexical (LIWC),260,-0.016770393577260262,0.15716125401883307,-0.04000482208671443,0.006464034932193906,0.010985866393372293,0.3005803191676154,-0.009814091406800458,0.031785824193545045,0.5466833359592124,False
post,endgame,max_user_min_num_all_caps,Volume & form,260,-0.011269663002308222,0.16058712075510417,-0.02701204690911306,0.004472720904496616,-0.004984517301458984,0.7884615015477139,-0.04139580224382828,0.03142676764091031,0.5466833359592124,False
post,endgame,max_positivity_zscore_chats,Sentiment & emotion,260,0.012180346524777945,0.1634627112106255,-0.004951123948487856,0.029311816998043746,,,,,0.5466833359592124,False
post,endgame,sum_num_chars,Volume & form,260,-0.024005713021765882,0.16582609472723409,-0.05795891426245173,0.009947488218919966,0.007044609411770581,0.5322770825543885,-0.015063370684364186,0.029152589507905346,0.5466833359592124,False
post,endgame,stdev_user_min_positivity_zscore_conversation,Sentiment & emotion,260,0.012242714262766265,0.16722802680011262,-0.005130494109214297,0.029615922634746827,0.0006722921337785244,0.9403170356655055,-0.016926797061558706,0.018271381329115755,0.5466833359592124,False
post,endgame,max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),260,-0.01582008075011755,0.16793754151138351,-0.038307324326577,0.006667162826341895,-0.0016261713862360007,0.9054072380715027,-0.028447197034674528,0.025194854262202526,0.5466833359592124,False
post,endgame,stdev_user_max_textblob_subjectivity,Sentiment & emotion,260,-0.021581916304397493,0.16921150874928004,-0.052351169718405324,0.009187337109610335,0.01426025272442152,0.18915387484991275,-0.007025158656154367,0.035545664104997404,0.5466833359592124,False
post,endgame,min_user_min_word_TTR,Volume & form,260,-0.011791949774768364,0.1767112752954938,-0.0288997535724906,0.005315854022953873,-0.0016056659630527825,0.8543016752366904,-0.018743402967468483,0.015532071041362918,0.550032571132926,False
post,endgame,stdev_user_max_dale_chall_score,Volume & form,260,-0.01787554711772703,0.1767961835784405,-0.0438145442428126,0.008063450007358534,0.01467405960854206,0.15262957896630372,-0.0054339829750480045,0.034782102192132125,0.550032571132926,False
post,endgame,max_Impersonal_Pronoun_receptiveness_yeomans,Receptiveness,260,-0.012444262294054742,0.20270592884298078,-0.031590732061678374,0.006702207473568892,0.004788665275187247,0.6717280923607281,-0.017358833317304638,0.02693616386767913,0.6191744735567413,False
post,endgame,max_user_min_textblob_subjectivity,Sentiment & emotion,260,0.00951377636276611,0.20802043829449512,-0.005296591666556622,0.024324144392088843,0.01102744838556512,0.28866004872378226,-0.009342074323202158,0.0313969710943324,0.6220352304308074,False
post,endgame,team_burstiness,Participation & timing,260,-0.015117362489103121,0.2110476674675954,-0.038807877629296474,0.008573152651090231,-0.010861523595830355,0.24564301409579026,-0.02919765221149858,0.00747460501983787,0.6220352304308074,False
post,endgame,max_user_min_positive_words_lexical_wordcount,Lexical (LIWC),260,0.012045069266211884,0.22104537696326132,-0.007246323510889604,0.031336462043313376,-2.5329613734813988e-05,0.9980657938843888,-0.020504555771996766,0.020453896544527138,0.6363428151059048,False
post,endgame,max_First_Person_Single_receptiveness_yeomans,Receptiveness,260,-0.011376285925692087,0.22611471306218267,-0.029797134724415607,0.007044562873031434,-0.0013317385890917362,0.8885199599039144,-0.019952163746683654,0.017288686568500182,0.6363428151059048,False
post,endgame,mean_user_max_forward_flow,Semantic dynamics,260,-0.01691777347959391,0.22726529110925175,-0.044379518009232524,0.010543971050044707,0.022224242832007704,0.06611555712283482,-0.0014793821741971962,0.04592786783821261,0.6363428151059048,False
post,endgame,within_person_disc_range,Semantic dynamics,260,-0.016118779717104924,0.23159262727296082,-0.04252780404623824,0.010290244612028394,0.02112007578391649,0.07453686687610671,-0.0020922273668925635,0.04433237893472554,0.6370216685890773,False
post,endgame,sum_num_messages,Volume & form,260,-0.02401987801914608,0.23509133007454042,-0.06366974576410613,0.015629989725813965,0.01761384077302138,0.09231333547260728,-0.002894744681015155,0.038122426227057915,0.6370216685890773,False
post,endgame,gini_coefficient_sum_num_messages,Participation & timing,260,-0.015108626800281681,0.24737566648840548,-0.04070831255955498,0.010491058958991616,0.01786958639244983,0.08682362422642041,-0.002583472121346596,0.038322644906246255,0.6529626505001389,False
post,endgame,max_user_min_first_pronouns_proportion,Semantic dynamics,260,-0.013662956060426713,0.24963609507304474,-0.03692400311414887,0.009598090993295439,0.0012165598058392034,0.8974865658339531,-0.01729063887734462,0.019723758489023028,0.6529626505001389,False
post,endgame,max_insight_lexical_wordcount,Lexical (LIWC),260,-0.009680096657635605,0.2526343588244585,-0.026264947692331248,0.0069047543770600385,0.008217861310668165,0.45310567900281784,-0.013250671453029498,0.029686394074365827,0.6529626505001389,False
post,endgame,stdev_user_max_certainty_rocklage,Sentiment & emotion,260,-0.020658296931255038,0.2568624746002788,-0.05636843817397125,0.015051844311461171,0.003327171806823583,0.749076088699437,-0.017060437375179597,0.023714780988826765,0.6538317535279824,False
post,endgame,min_user_min_verbs_lexical_wordcount,Lexical (LIWC),260,-0.009295332547427898,0.26469751412397435,-0.025629581367544035,0.007038916272688239,-0.015273210550063962,0.17695967923852518,-0.03744435905413389,0.006897937954005968,0.6612587649240765,False
post,endgame,stdev_user_max_Impersonal_Pronoun_receptiveness_yeomans,Receptiveness,260,-0.010618053574804963,0.27421553321125947,-0.02965124028542376,0.008415133135813834,0.005089784528499796,0.6331593208750734,-0.015811350399517442,0.025990919456517034,0.6612587649240765,False
post,endgame,stdev_user_max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),260,-0.012191244269253693,0.2800382940884961,-0.03431090975686997,0.009928421218362585,0.004223682410908719,0.72582328051445,-0.019382178621066344,0.027829543442883783,0.6612587649240765,False
post,endgame,max_cognitive_mech_lexical_wordcount,Lexical (LIWC),260,-0.00999447066237336,0.2807196035750278,-0.028154038566211383,0.008165097241464664,0.005414049923847647,0.6079360837357686,-0.015269950685754605,0.0260980505334499,0.6612587649240765,False
post,endgame,max_argue_lexical_wordcount,Lexical (LIWC),260,-0.009768102381476206,0.2829973283258991,-0.027600575523057315,0.008064370760104904,-0.007790958913470561,0.4620635814195262,-0.028553667615971293,0.012971749789030172,0.6612587649240765,False
post,endgame,min_info_exchange_zscore_conversation,Semantic dynamics,260,0.01065874585156773,0.2861198826867203,-0.00892623807850644,0.0302437297816419,-0.013061188324660522,0.1130325204885308,-0.029215234637026754,0.00309285798770571,0.6612587649240765,False
post,endgame,mean_user_min_forward_flow,Semantic dynamics,260,-0.01470633921786203,0.29419570287656205,-0.04218483783507651,0.012772159399352449,0.02183577567927823,0.08634279407803043,-0.003118744885316698,0.04679029624387315,0.6612587649240765,False
post,endgame,max_user_min_word_TTR,Volume & form,260,-0.0024846602714951455,0.2984809950606361,-0.007168570749131278,0.002199250206140987,0.017400321959880408,0.24960596986405414,-0.01222166868912871,0.047022312608889526,0.6612587649240765,False
post,endgame,stdev_user_max_present_tense_lexical_wordcount,Lexical (LIWC),260,-0.012481761163762015,0.29869912388386033,-0.036022142328242565,0.011058620000718538,0.007502605372700619,0.5302720666598426,-0.01592800798068921,0.03093321872609045,0.6612587649240765,False
post,endgame,mean_user_max_num_chars,Volume & form,260,-0.00920205379153933,0.29914086984660604,-0.026572837239342548,0.008168729656263885,-0.009974692473313604,0.3517765898676123,-0.03097030312341763,0.011020918176790424,0.6612587649240765,False
post,endgame,max_user_max_word_TTR,Volume & form,260,-0.0025149607567418256,0.3050411473512046,-0.0073207669378852055,0.0022908454244015544,0.021697726869028405,0.33384161567629644,-0.022307392966369133,0.06570284670442594,0.6655443214935373,False
post,endgame,max_certainty_lexical_wordcount,Lexical (LIWC),260,-0.011412717593301086,0.31320639787975635,-0.033592332367597524,0.01076689718099535,0.0027982985687442924,0.7647930903121085,-0.015532917829849908,0.021129514967338493,0.6745983954333213,False
post,endgame,max_money_lexical_wordcount,Lexical (LIWC),260,-0.011061983696139796,0.3300548689500439,-0.03332175244464884,0.011197785052369253,-0.011448413940190302,0.19463894250800862,-0.02874900682042761,0.005852178940047005,0.6934132680645887,False
post,endgame,max_user_min_percept_lexical_wordcount,Lexical (LIWC),260,0.007444811415770624,0.3397717576499756,-0.00784045224425725,0.022730075075798495,-0.007282770467159812,0.423617971652977,-0.025121657459194174,0.010556116524874551,0.6934132680645887,False
post,endgame,max_user_min_function_word_accommodation,Semantic dynamics,260,0.0070752612791618145,0.3403855647547528,-0.00746973913403241,0.02162026169235604,0.008139673203940049,0.3468466373611463,-0.00881904894751643,0.025098395355396527,0.6934132680645887,False
post,endgame,stdev_user_max_forward_flow,Semantic dynamics,260,0.009380876682476075,0.34053158850061105,-0.009909735810215224,0.028671489175167375,0.01459348362995445,0.19763695659744474,-0.007608184493423615,0.03679515175333252,0.6934132680645887,False
post,endgame,mean_user_min_certainty_rocklage,Sentiment & emotion,260,0.009539913401711024,0.3425791741033385,-0.01016112083416455,0.029240947637586598,-0.004053825927789089,0.688828313060927,-0.02389510272754654,0.01578745087196836,0.6934132680645887,False
post,endgame,stdev_user_max_social_lexical_wordcount,Lexical (LIWC),260,-0.009166799359556731,0.3485772050216819,-0.028334182315780353,0.01000058359666689,0.011811088710425275,0.311407177137902,-0.011057535755865665,0.03467971317671621,0.6971544100433638,False
post,endgame,mean_user_min_positivity_zscore_conversation,Sentiment & emotion,260,0.008052581766197352,0.3591734509489476,-0.00915983073821858,0.025264994270613284,-0.0016072229506151996,0.8539325341510657,-0.018717734485050222,0.015503288583819823,0.709895761875567,False
post,endgame,max_social_lexical_wordcount,Lexical (LIWC),260,-0.007554965286594385,0.38313291182672715,-0.024533303663292993,0.009423373090104225,0.00445002788787743,0.7121145825831763,-0.019185412913260896,0.028085468689015756,0.7413298173842633,False
post,endgame,max_textblob_subjectivity,Sentiment & emotion,260,-0.012686432070396492,0.3839029411454221,-0.04124295405526187,0.015870089914468886,0.013041549534766803,0.2498582732463034,-0.009171979231630059,0.035255078301163666,0.7413298173842633,False
post,endgame,max_percept_lexical_wordcount,Lexical (LIWC),260,-0.007085590507220463,0.3930333165025517,-0.023344839768735224,0.009173658754294298,-0.0008139660626085392,0.9312975814592406,-0.019318779169370366,0.017690847044153288,0.7503363315048713,False
post,endgame,max_first_person_lexical_wordcount,Lexical (LIWC),260,-0.010827037800747154,0.40142942833001993,-0.03611762982048426,0.014463554218989958,0.013700487833385875,0.1733196854588971,-0.006020563545608516,0.033421539212380266,0.7577544265105994,False
post,endgame,max_article_lexical_wordcount,Lexical (LIWC),260,-0.00731342242242434,0.4101493228034343,-0.024716903584004087,0.010090058739155404,0.0028655101036307844,0.7713397421755712,-0.01645952090345236,0.022190541110713932,0.7656120692330773,False
post,endgame,mean_user_mean_info_exchange_zscore_conversation,Semantic dynamics,260,-0.008637589395905636,0.4218529598176246,-0.029714704091566558,0.012439525299755286,0.0014411479663330763,0.8608007326072825,-0.014666740780497005,0.017549036713163157,0.7749200400817565,False
post,endgame,stdev_user_min_certainty_rocklage,Sentiment & emotion,260,-0.011440673194500038,0.4283604477036498,-0.03975291602737566,0.016871569638375578,0.006230196506670897,0.5086222687829425,-0.012243702957716516,0.02470409597105831,0.7749200400817565,False
post,endgame,min_user_max_info_exchange_zscore_conversation,Semantic dynamics,260,0.008316909397930538,0.42922562908064443,-0.012303562243594907,0.028937381039455985,-0.0025849192811659445,0.79809817325608,-0.022390105281118115,0.01722026671878623,0.7749200400817565,False
post,endgame,stdev_user_max_info_exchange_zscore_conversation,Semantic dynamics,260,-0.007292663047842117,0.43358621290288757,-0.02554564595736278,0.010960319861678548,-0.002937509741645727,0.7732913730053704,-0.02292350876489875,0.017048489281607293,0.7749200400817565,False
post,endgame,max_num_chars,Volume & form,260,-0.0069094272861251835,0.45509824783510266,-0.025039642077515772,0.011220787505265404,-0.002581460840736233,0.8243529770518554,-0.025377474642536806,0.020214552961064336,0.7984562778085412,False
post,endgame,max_Positive_Emotion_receptiveness_yeomans,Receptiveness,260,0.007554120462076777,0.4596900082446925,-0.012471112552150419,0.027579353476303973,0.009732285958788023,0.2828720681040915,-0.008030178752003186,0.02749475066957923,0.7984562778085412,False
post,endgame,mean_user_max_textblob_subjectivity,Sentiment & emotion,260,0.006046291169813062,0.46101344611564576,-0.01002919585290898,0.022121778192535104,0.0077534305693015846,0.46402467179974716,-0.013000055097341104,0.02850691623594427,0.7984562778085412,False
post,endgame,turn_taking_index,Participation & timing,260,-0.008573223944393037,0.47908668128097043,-0.032314207544618126,0.015167759655832055,0.019776124899344518,0.11259644127647077,-0.004653319644036185,0.04420556944272522,0.8163887843515123,False
post,endgame,min_user_max_negative_bert,Sentiment & emotion,260,-0.004670839455618126,0.48546199803988044,-0.017794984163531945,0.00845330525229569,-0.019185217758638247,0.08455138809392033,-0.04098535023010037,0.0026149147128238827,0.8163887843515123,False
post,endgame,max_user_min_certainty_lexical_wordcount,Lexical (LIWC),260,-0.007248930422561717,0.4940997683981474,-0.028026331248939648,0.013528470403816216,-0.001139144643767659,0.910305692692033,-0.020958263345168676,0.01867997405763336,0.8163887843515123,False
post,endgame,max_certainty_rocklage,Sentiment & emotion,260,-0.012974049595051742,0.4952896097088353,-0.05026386974843039,0.024315770558326903,-0.0010548629146109878,0.9158829521253393,-0.020629479721555304,0.01851975389233333,0.8163887843515123,False
post,endgame,min_negative_bert,Sentiment & emotion,260,-0.0041552347640515935,0.49850962854169634,-0.01618784409885457,0.007877374570751381,-0.018691343865380215,0.07093247564970431,-0.03897716695373105,0.001594479222970624,0.8163887843515123,False
post,endgame,max_user_min_first_person_singular_lexical_wordcount,Lexical (LIWC),260,-0.006765478497485492,0.5080895084870735,-0.026801418057282,0.013270461062311015,-0.0003481003747818467,0.9671837889334476,-0.01693181096010435,0.01623561021054066,0.8163887843515123,False
post,endgame,max_function_word_accommodation,Semantic dynamics,260,0.005105080523030391,0.5088225959276587,-0.010039759704671157,0.02024992075073194,0.00971577736684033,0.32491396237156644,-0.009628371604278478,0.02905992633795914,0.8163887843515123,False
post,endgame,max_forward_flow,Semantic dynamics,260,-0.007687922901821997,0.5102429902196952,-0.030571721756787858,0.015195875953143865,0.02425063278167152,0.05084995184782503,-8.966470315160263e-05,0.04859093026649464,0.8163887843515123,False
post,endgame,max_user_min_forward_flow,Semantic dynamics,260,-0.007816012117559073,0.5196599639777815,-0.03160825369141998,0.01597622945630183,0.020598791510341198,0.10151055154464884,-0.004055291229204297,0.04525287424988669,0.8236120183798801,False
post,endgame,max_positive_affect_lexical_wordcount,Lexical (LIWC),260,0.0053874246564224355,0.5323117798501533,-0.011521271058110467,0.02229612037095534,0.01988770197990518,0.045498292856452044,0.0003982900494526251,0.03937711391035773,0.8357792431292127,False
post,endgame,stdev_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),260,-0.005681528589115043,0.53985948211363,-0.023846501336676346,0.01248344415844626,-0.0017747970320407137,0.8568898200251627,-0.02106414274751775,0.017514548683436326,0.8397814166212022,False
post,endgame,max_preposition_lexical_wordcount,Lexical (LIWC),260,-0.005211535854195058,0.5506038674557978,-0.0223252640112065,0.011902192302816382,0.004583469393207754,0.6814300474339647,-0.017299994034800894,0.026466932821216402,0.8404339232440233,False
post,endgame,max_user_min_conjunction_lexical_wordcount,Lexical (LIWC),260,-0.006518600541792961,0.5544361233639499,-0.02813197275589424,0.01509477167230832,0.0032541433562245457,0.7392837638662053,-0.015910417465010845,0.02241870417745994,0.8404339232440233,False
post,endgame,mean_user_mean_positivity_zscore_conversation,Sentiment & emotion,260,-0.005957640901062895,0.5635238179697961,-0.026173102460638142,0.014257820658512353,-0.00993730234608426,0.20793053909998227,-0.02540392727436927,0.005529322582200751,0.8404339232440233,False
post,endgame,stdev_user_max_positivity_zscore_chats,Sentiment & emotion,260,-0.005769562745187191,0.5716288581161144,-0.02576081301753506,0.014221687527160676,,,,,0.8404339232440233,False
post,endgame,stdev_user_max_adverbs_lexical_wordcount,Lexical (LIWC),260,-0.005035527843218632,0.5790244749405625,-0.022824409218552378,0.012753353532115114,0.014511851514816428,0.14430796640043522,-0.004970322873210604,0.033994025902843464,0.8404339232440233,False
post,endgame,max_textblob_polarity,Sentiment & emotion,260,-0.006078577263205887,0.5810827265797055,-0.027669205525516848,0.015512050999105076,0.006834664063347928,0.4797581337880399,-0.012120839146548639,0.025790167273244496,0.8404339232440233,False
post,endgame,max_user_min_First_Person_Single_receptiveness_yeomans,Receptiveness,260,-0.004639892520898234,0.5822942590150757,-0.0211733776746529,0.011893592632856432,-0.007878067947902894,0.3509199381522856,-0.024431052048552587,0.008674916152746799,0.8404339232440233,False
post,endgame,discursive_diversity,Semantic dynamics,260,-0.0065391289458833785,0.5853848207717006,-0.030032452144809957,0.016954194253043196,0.019532621804105827,0.11860912702964826,-0.004997877246198861,0.04406312085441051,0.8404339232440233,False
post,endgame,stdev_user_max_positivity_zscore_conversation,Sentiment & emotion,260,-0.006172449209220795,0.5939833632983722,-0.028866880308319978,0.01652198188987839,-0.004064845319551622,0.6869217262304514,-0.023832186271956553,0.01570249563285331,0.8404339232440233,False
