delta_cv_r2_learn,delta_cv_ci_low,delta_cv_ci_high,delta_r2_heldout_val,delta_val_ci_low,delta_val_ci_high
-0.08352354281242313,-0.2448701346664638,0.08716985027997769,0.137771089429908,0.010128328741259214,0.27669281963166753
