block,feature,family,endgame,middle,opening,swing
post,mean_user_max_num_chars,Volume & form,0.10778901308838142,0.10061213614052646,-0.2463173553436116,0.354106368431993
pre,max_function_word_accommodation,Semantic dynamics,-0.21899795813019185,-0.19399308028611298,0.12957840440120966,-0.3485763625314015
pre,stdev_user_min_quantifier_lexical_wordcount,Lexical (LIWC),-0.31609794372206845,-0.10639389715891523,0.03152561426287874,-0.3476235579849472
post,min_user_max_verbs_lexical_wordcount,Lexical (LIWC),0.09685087557994616,-0.07384524237767139,-0.24924857686015525,0.34609945244010143
pre,mean_user_max_textblob_subjectivity,Sentiment & emotion,-0.04461484887998343,-0.07016600260703029,-0.3847965359396659,0.34018168705968244
pre,within_person_disc_range,Semantic dynamics,-0.34552307228518614,-0.3380075336992005,-0.007965303727475635,-0.3375577685577105
post,max_user_max_verbs_lexical_wordcount,Lexical (LIWC),0.22112642286310327,0.14009675226877358,-0.10592061177742129,0.32704703464052454
pre,max_positivity_zscore_chats,Sentiment & emotion,-0.15994799125001777,-0.3295636440495299,0.16249803630415588,-0.3224460275541736
pre,max_info_exchange_zscore_conversation,Semantic dynamics,-0.16638102079927708,-0.24973383781040948,0.15048435849710137,-0.3168653792963785
post,mean_user_max_nltk_english_stopwords_lexical_wordcount,Lexical (LIWC),0.10785788798518407,0.0789769267587611,-0.2061163414455868,0.31397422943077086
pre,max_user_min_first_person_plural_lexical_wordcount,Lexical (LIWC),-0.18605735557535286,-0.04748316548053098,0.12778542443545637,-0.31384278001080923
pre,min_user_max_negative_bert,Sentiment & emotion,0.07821166722872358,0.14796698508192854,-0.23441534537156,0.3126270126002836
pre,stdev_user_max_quantifier_lexical_wordcount,Lexical (LIWC),-0.36766368094349805,-0.20504954577329254,-0.06254963245867921,-0.3051140484848188
pre,min_negative_bert,Sentiment & emotion,0.13756721363367286,0.18290853401247548,-0.16300575645205992,0.3005729700857328
pre,min_info_exchange_zscore_conversation,Semantic dynamics,0.03375288773796737,0.005951938693096293,0.32730845158221555,-0.2935555638442482
pre,max_cognitive_mech_lexical_wordcount,Lexical (LIWC),-0.3046802702327166,-0.13041190060154625,-0.012707131593819683,-0.2919731386388969
pre,variance_in_DD,Semantic dynamics,-0.09081430691412322,-0.08617906912876808,0.19882613498339805,-0.28964044189752125
pre,max_num_all_caps,Volume & form,-0.07081674497304295,-0.16588738608260312,0.2160856928053965,-0.28690243777843943
post,min_user_max_nltk_english_stopwords_lexical_wordcount,Lexical (LIWC),-0.007854995112215919,-0.07414190632235153,-0.29443333551746526,0.2865783404052493
post,min_user_min_verbs_lexical_wordcount,Lexical (LIWC),0.05679594378715416,-0.10062291285407429,-0.22661531424653908,0.28341125803369327
post,min_num_chars,Volume & form,-0.026330122817362592,-0.10053646262221955,-0.3091067868577321,0.2827766640403695
post,min_info_exchange_zscore_conversation,Semantic dynamics,-0.09374294419965544,-0.10601756932366659,0.1864812844000701,-0.28022422859972557
pre,stdev_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),-0.3259880051646514,-0.17653962403996087,-0.049248342181844804,-0.27673966298280656
post,min_nltk_english_stopwords_lexical_wordcount,Lexical (LIWC),-0.0065604161880481356,-0.12211313499297861,-0.2827693002939695,0.27620888410592137
post,within_person_disc_range,Semantic dynamics,0.05421150872689273,0.22382292171697288,0.3250294715765647,-0.27081796284967197
post,max_user_min_content_word_accommodation_per_conv,Semantic dynamics,-0.0861108490617397,0.04348929830529738,0.18353584593732752,-0.26964669499906724
post,max_user_min_function_word_accommodation,Semantic dynamics,-0.02269843955506781,-0.016998958307942253,0.24287287016834552,-0.2655713097234133
post,mean_user_max_positivity_zscore_chats,Sentiment & emotion,0.06338960200202788,-0.00788344730364396,0.3268553867610407,-0.26346578475901283
pre,max_user_min_num_all_caps,Volume & form,-0.017886188246823864,-0.11473969500747248,0.2449570790753934,-0.2628432673222173
pre,max_user_min_info_exchange_zscore_conversation,Semantic dynamics,-0.06839963034495396,-0.09119872217318892,0.18967613084366078,-0.25807576118861475
pre,turn_taking_index,Participation & timing,-0.21686081967646254,-0.25078632171489956,0.03622452812380731,-0.25308534780026987
post,max_info_exchange_zscore_conversation,Semantic dynamics,0.002405982858865534,0.1166105236921267,0.25284062045196,-0.2504346375930945
post,mean_user_max_textblob_subjectivity,Sentiment & emotion,0.1976426795818012,0.11312912190231142,-0.04696061524321207,0.24460329482501328
post,max_function_word_accommodation,Semantic dynamics,0.0362064652269018,0.07921285938520146,0.27727734513794455,-0.24107087991104276
pre,max_user_min_positivity_zscore_conversation,Sentiment & emotion,-0.011719577928871327,-0.07762275184973048,0.227575773181901,-0.23929535111077233
pre,mean_user_max_positivity_zscore_chats,Sentiment & emotion,0.008645509383765699,-0.19637244354795366,0.24773782694832522,-0.2390923175645595
post,max_positivity_zscore_chats,Sentiment & emotion,0.12254852975311974,0.11610908260105875,0.36090156502968246,-0.2383530352765627
pre,max_negative_bert,Sentiment & emotion,-0.24504260848422119,-0.17678844103619706,-0.4829666365444882,0.237924028060267
post,min_user_max_mimicry_bert,Semantic dynamics,-0.0573920664112334,0.13001899081303026,0.17406072433064415,-0.23145279074187755
pre,min_user_max_num_chars,Volume & form,0.04195183559034107,0.20845526949245594,-0.1884984900448549,0.23045032563519596
pre,max_user_min_certainty_rocklage,Sentiment & emotion,-0.12539932710878204,-0.08821895144657395,0.10420135618699353,-0.22960068329577557
post,min_textblob_subjectivity,Sentiment & emotion,0.08434729645185927,-0.11222083684139861,-0.14387112583450565,0.2282184222863649
post,min_user_max_textblob_subjectivity,Sentiment & emotion,0.0952810293504907,-0.08711198637135859,-0.13167706914744134,0.22695809849793203
pre,max_relative_lexical_wordcount,Lexical (LIWC),-0.3035936519186924,-0.14742731132953907,-0.07753076015503198,-0.22606289176366046
pre,max_inclusive_lexical_wordcount,Lexical (LIWC),-0.27732519521029,-0.15759138246853827,-0.05141294568815494,-0.22591224952213504
post,min_user_max_time_diff,Participation & timing,-0.039838933021641085,0.1249704144663971,0.18503833771248038,-0.22487727073412145
post,sum_num_messages,Volume & form,0.0896438134174624,0.2736780459786161,0.31341307959499787,-0.22376926617753545
post,min_user_max_negative_bert,Sentiment & emotion,-0.01632175007771602,-0.007541549321025305,-0.2375157224065219,0.2211939723288059
pre,min_user_max_neutral_bert,Sentiment & emotion,0.16581163000076846,0.26287506578690684,-0.054861354183742314,0.22067298418451076
pre,stdev_user_max_num_chars,Volume & form,-0.2795907662444427,-0.20875245941584442,-0.05914780480080154,-0.22044296144364114
post,turn_taking_index,Participation & timing,0.05826520932933596,0.13664595636372,0.27582502083896915,-0.2175598115096332
post,max_present_tense_lexical_wordcount,Lexical (LIWC),0.12662024033462388,0.1538428512756657,-0.09083471275766461,0.2174549530922885
pre,max_user_min_inclusive_lexical_wordcount,Lexical (LIWC),-0.18183579311288284,-0.04685407414697883,0.03511725945354649,-0.21695305256642933
pre,max_user_min_word_TTR,Volume & form,0.08161548322193607,-0.046114814012225634,-0.13449708493775733,0.2161125681596934
post,team_burstiness,Participation & timing,-0.01942044289341395,0.0846858837408303,0.19403093812813463,-0.2134513810215486
post,max_money_lexical_wordcount,Lexical (LIWC),-0.011642549301923941,0.10237304152913326,0.20146283611991292,-0.21310538542183685
pre,max_Impersonal_Pronoun_receptiveness_yeomans,Receptiveness,-0.2628834179368339,-0.16637775682167993,-0.05715912862670132,-0.2057242893101326
post,max_adverbs_lexical_wordcount,Lexical (LIWC),0.12336558265248956,0.2004284121501253,-0.07749318921495757,0.20085877186744713
post,max_user_min_percept_lexical_wordcount,Lexical (LIWC),0.09883894997811007,0.07011970649010367,-0.10125830208334488,0.20009725206145496
post,max_first_person_singular_lexical_wordcount,Lexical (LIWC),0.11904973625984717,0.13722784256526252,-0.08031072856379494,0.19936046482364211
pre,max_user_min_neutral_bert,Sentiment & emotion,-0.17082448100433228,-0.005311371324834896,0.02779652913463719,-0.1986210101389695
pre,stdev_user_min_neutral_bert,Sentiment & emotion,-0.2803513114129423,-0.24533115482508586,-0.08173871909790834,-0.19861259231503395
post,min_user_max_social_lexical_wordcount,Lexical (LIWC),-0.007747324985861722,-0.09067782972430115,-0.2049060224265915,0.19715869744072978
post,max_negative_bert,Sentiment & emotion,0.1138671371083622,0.2779159490131539,-0.08249615168536441,0.1963632887937266
post,stdev_user_max_adverbs_lexical_wordcount,Lexical (LIWC),0.1519355119384874,0.20384731726419225,-0.044129278409518254,0.19606479034800564
pre,min_user_max_word_TTR,Volume & form,0.09293056091738588,0.02529553408141104,-0.1020368720238628,0.1949674329412487
pre,min_num_chars,Volume & form,0.1046848264816013,0.2458010434480342,-0.08904842561411119,0.1937332520957125
pre,stdev_user_max_textblob_subjectivity,Sentiment & emotion,-0.34025767573874943,-0.281947560736962,-0.14765654165354444,-0.192601134085205
post,min_user_max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),0.013664551169034714,-0.05161462870233077,-0.176247005075329,0.18991155624436373
post,stdev_user_max_quantifier_lexical_wordcount,Lexical (LIWC),0.10890385500413922,0.14016731033944885,0.29821382044469125,-0.189309965440552
post,max_num_all_caps,Volume & form,0.04173415456155176,0.018350975338412796,0.2299348607144743,-0.18820070615292256
pre,max_certainty_rocklage,Sentiment & emotion,-0.18254680142189786,-0.19990184022532312,0.0027610768863665924,-0.18530787830826445
pre,max_forward_flow,Semantic dynamics,-0.2906872776620136,-0.24148074825630375,-0.10608069577707227,-0.1846065818849413
post,max_First_Person_Plural_receptiveness_yeomans,Receptiveness,-0.042067139647017505,0.0861579156537816,0.14213558314252805,-0.18420272278954555
post,stdev_user_min_conjunction_lexical_wordcount,Lexical (LIWC),0.12085055047660886,0.09185029716623765,-0.06269852741731997,0.18354907789392882
post,max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),0.1542891317405383,0.1695732538397683,-0.02668721470628853,0.1809763464468268
post,mean_user_max_info_exchange_zscore_conversation,Semantic dynamics,0.06618752008640322,0.13707400876907355,-0.11146419631687397,0.1776517164032772
post,min_cognitive_mech_lexical_wordcount,Lexical (LIWC),-0.03660074062513222,-0.09507118689947808,-0.21321161699451152,0.1766108763693793
post,max_percept_lexical_wordcount,Lexical (LIWC),0.10370477062451422,0.1667007992234235,-0.07129980865361911,0.17500457927813334
pre,mean_user_max_textblob_polarity,Sentiment & emotion,0.0032855224631699914,-0.0683481405547358,-0.17156531266863015,0.17485083513180014
post,max_user_min_num_all_caps,Volume & form,0.027961381421297365,-0.025540983639376926,0.20265566406082672,-0.17469428263952935
post,stdev_user_max_verbs_lexical_wordcount,Lexical (LIWC),0.16277532707855213,0.15149253915558542,-0.011238305654847472,0.1740136327333996
post,max_user_min_first_pronouns_proportion,Semantic dynamics,0.008970898335769233,0.008419172447395248,0.1819396480256617,-0.17296874968989248
pre,stdev_user_max_positivity_zscore_chats,Sentiment & emotion,-0.25633158816441787,-0.27901505918277436,-0.08497708611845979,-0.1713545020459581
post,min_user_max_positivity_zscore_chats,Sentiment & emotion,-0.02265852536554264,-0.11642296712163892,0.14838414004083866,-0.1710426654063813
post,stdev_user_min_first_pronouns_proportion,Semantic dynamics,0.005715795481089195,0.023368055846202915,0.17583912137382354,-0.17012332589273435
post,min_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),0.004321370490195704,-0.06223844554744502,-0.16527998657078674,0.16960135706098245
post,min_user_max_positivity_zscore_conversation,Sentiment & emotion,-0.0494102210924788,0.07618368884490717,-0.21808012739265295,0.16866990630017414
post,mean_user_mean_info_exchange_zscore_conversation,Semantic dynamics,0.06732614093785479,0.023296723499453133,-0.10070459611062288,0.16803073704847765
pre,min_textblob_polarity,Sentiment & emotion,0.301241919210226,0.1901145841658406,0.1345892807324094,0.16665263847781658
pre,min_user_min_word_TTR,Volume & form,0.12880993084334785,0.10936265619781546,-0.03764025557948259,0.16645018642283044
post,stdev_user_min_positive_affect_lexical_wordcount,Lexical (LIWC),0.006716724014016499,0.10576125363880282,0.1702003929339649,-0.16348366891994842
post,stdev_user_max_conjunction_lexical_wordcount,Lexical (LIWC),0.14426712365555883,0.19161786872306702,-0.019112503780297305,0.16337962743585613
post,min_negative_bert,Sentiment & emotion,-0.04790234074520666,-0.05821448892598343,-0.2108669717456059,0.16296463100039923
pre,max_num_chars,Volume & form,-0.2988551763317104,-0.14070156304259365,-0.13692503221276703,-0.16193014411894335
pre,mean_user_max_verbs_lexical_wordcount,Lexical (LIWC),-0.16095130256588336,0.0666275646087732,-0.3211285434709162,0.16017724090503282
pre,max_user_max_word_TTR,Volume & form,0.06667013204596733,-0.04258378215719885,-0.09341225171769549,0.16008238376366282
post,max_user_min_conjunction_lexical_wordcount,Lexical (LIWC),0.09473375756741642,0.08725672907450849,-0.06512858179147585,0.15986233935889227
post,max_achievement_lexical_wordcount,Lexical (LIWC),0.03941350442437126,0.13698794972389805,0.19753789592518856,-0.1581243915008173
pre,max_social_lexical_wordcount,Lexical (LIWC),-0.2539071592665426,-0.1313272975758341,-0.09645837151621826,-0.15744878775032434
post,max_conjunction_lexical_wordcount,Lexical (LIWC),0.13283500385859143,0.17469978626222554,-0.023605407923380416,0.15644041178197185
pre,stdev_user_min_positive_affect_lexical_wordcount,Lexical (LIWC),-0.24985316738941882,-0.10219131940438735,-0.09386029453907258,-0.15599287285034624
pre,stdev_user_max_textblob_polarity,Sentiment & emotion,-0.357720559955777,-0.26225679108420946,-0.20208049393442853,-0.15564006602134847
pre,max_percept_lexical_wordcount,Lexical (LIWC),-0.21243818257614808,-0.06721052086958806,-0.3678374314839458,0.15539924890779774
pre,max_money_lexical_wordcount,Lexical (LIWC),-0.2119514757893936,-0.12266421236975907,-0.05767815171168383,-0.15427332407770977
pre,stdev_user_max_certainty_rocklage,Sentiment & emotion,-0.15163018388806854,-0.2118211042641973,0.0018609572755872066,-0.15349114116365575
post,min_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),-0.03736794593664493,-0.08258399450935346,-0.19001430575285638,0.15264635981621144
pre,stdev_user_max_social_lexical_wordcount,Lexical (LIWC),-0.28844251989296643,-0.17536518624660907,-0.1363880439220837,-0.15205447597088273
post,min_certainty_rocklage,Sentiment & emotion,-0.08620682420871084,-0.12732056286560287,0.06438719703476684,-0.15059402124347768
pre,min_user_max_positivity_zscore_conversation,Sentiment & emotion,-0.03065803746114469,0.04410565249793692,-0.1802000958544827,0.149542058393338
post,stdev_user_max_preposition_lexical_wordcount,Lexical (LIWC),0.1287392309682782,0.18862883604115147,-0.020642854333663793,0.14938208530194197
pre,max_first_pronouns_proportion,Semantic dynamics,-0.10709856802841752,-0.2273857724334572,0.040435455893604894,-0.14753402392202242
post,stdev_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),0.0886415794226507,0.12673163330235113,0.23591717937448745,-0.14727559995183676
post,max_preposition_lexical_wordcount,Lexical (LIWC),0.10071226413511493,0.1634970587885899,-0.044716660360578524,0.14542892449569345
post,max_first_pronouns_proportion,Semantic dynamics,0.05043595665198676,0.11715897716591443,0.1939738268647919,-0.14353787021280512
post,max_user_min_info_exchange_zscore_conversation,Semantic dynamics,0.029805595427647966,-0.013161899774244428,0.17240891740398812,-0.14260332197634015
pre,min_user_max_preposition_lexical_wordcount,Lexical (LIWC),-0.07102386532645004,0.17318051443519056,0.07006848870685231,-0.14109235403330234
pre,stdev_user_min_positivity_zscore_conversation,Sentiment & emotion,0.0693916157791379,-0.00044243209166616433,0.2095820334518519,-0.140190417672714
post,mean_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),0.04402297321072973,0.0331186169160313,-0.09589190449502366,0.1399148777057534
post,stdev_user_max_negative_bert,Sentiment & emotion,0.12374020987427468,0.272649582793334,-0.015713106123528435,0.1394533159978031
pre,stdev_user_min_inclusive_lexical_wordcount,Lexical (LIWC),-0.1523539277468978,-0.04969468268076394,-0.01325306431946332,-0.13910086342743447
post,max_cognitive_mech_lexical_wordcount,Lexical (LIWC),0.04780589383712936,0.10151787818768561,0.1868488789719475,-0.13904298513481814
pre,max_user_min_first_pronouns_proportion,Semantic dynamics,0.010515306051282645,-0.12361096403457478,0.14911671578504604,-0.1386014097337634
post,min_user_max_preposition_lexical_wordcount,Lexical (LIWC),-0.028994746804216133,-0.08510557926095352,-0.16537006496933945,0.13637531816512333
pre,stdev_user_max_negative_bert,Sentiment & emotion,-0.2588050378966639,-0.21990731021307955,-0.3948670043306389,0.136061966433975
pre,max_first_person_lexical_wordcount,Lexical (LIWC),-0.17928736590297642,-0.15351715087221368,-0.04424600661849082,-0.1350413592844856
post,stdev_user_max_info_exchange_zscore_conversation,Semantic dynamics,-0.002949777047825153,0.034054612441986994,0.13207740642885532,-0.13502718347668047
post,max_First_Person_Single_receptiveness_yeomans,Receptiveness,0.11420717192716877,0.16373547950366585,-0.01943519696526359,0.13364236889243236
pre,max_user_min_forward_flow,Semantic dynamics,-0.23390390135761183,-0.2369626945667011,-0.10165942096962427,-0.13224448038798756
pre,sum_num_chars,Volume & form,-0.3940704477300087,-0.32317710262266686,-0.2619630459900253,-0.13210740173998342
post,stdev_user_max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),0.1511878325925887,0.17046384765012468,0.019742040918002808,0.1314457916745859
pre,max_time_diff,Participation & timing,-0.4960414445614651,-0.4595543025186348,-0.36608830779589147,-0.12995313676557363
post,min_positivity_zscore_chats,Sentiment & emotion,0.012966873428920904,-0.1716960134684756,0.14267008872072368,-0.12970321529180276
post,min_user_max_relative_lexical_wordcount,Lexical (LIWC),-0.04978900243665093,-0.07478097837417098,-0.17734521598884756,0.12755621355219662
post,max_certainty_rocklage,Sentiment & emotion,-0.011747852483475534,0.15306188359914305,0.11458944115319064,-0.12633729363666618
pre,max_preposition_lexical_wordcount,Lexical (LIWC),-0.24418414717056922,-0.15044923399341462,-0.1181100810684819,-0.12607406610208732
post,max_user_min_certainty_rocklage,Sentiment & emotion,-0.018877432670237282,0.04250050071552822,0.10565095175092072,-0.124528384421158
pre,stdev_user_min_first_pronouns_proportion,Semantic dynamics,-0.010145150189011338,-0.12407050557252723,0.11430031635899109,-0.12444546654800243
post,max_positive_affect_lexical_wordcount,Lexical (LIWC),0.05710948365817792,0.21555533474033867,0.18047367931673827,-0.12336419565856035
post,max_num_chars,Volume & form,0.13518457123486796,0.15134879134274815,0.012725648492467117,0.12245892274240085
pre,stdev_user_max_dale_chall_score,Volume & form,-0.17634524928052964,-0.21793662102395905,-0.05462947018356855,-0.12171577909696109
pre,max_positivity_zscore_conversation,Sentiment & emotion,-0.18602512858352607,-0.19476178551861306,-0.06601556027018525,-0.12000956831334082
pre,max_dale_chall_score,Volume & form,-0.17650875546592298,-0.19999114800720375,-0.05773536824829317,-0.11877338721762981
pre,min_user_max_relative_lexical_wordcount,Lexical (LIWC),-0.05825665600183069,0.1696002035702797,0.06003550451217461,-0.1182921605140053
pre,mean_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),-0.17854985405609564,0.03336710611640595,-0.061079292706134665,-0.11747056134996098
post,max_content_word_accommodation_per_conv,Semantic dynamics,0.027386076820381817,0.13498463702497931,0.1442609028100715,-0.11687482598968969
pre,stdev_user_min_argue_lexical_wordcount,Lexical (LIWC),-0.17338305850748284,-0.09535519442270232,-0.056781293951457416,-0.11660176455602542
post,stdev_user_max_forward_flow,Semantic dynamics,0.09188543328937086,0.030435659138018246,-0.024324715130563654,0.11621014841993452
pre,max_past_tense_lexical_wordcount,Lexical (LIWC),-0.15871772259969052,-0.12774449227383863,-0.2742502374467904,0.11553251484709987
post,mean_user_max_neutral_bert,Sentiment & emotion,-0.07826488581599339,0.02760173871576883,-0.1935178079423614,0.11525292212636801
post,max_user_min_first_person_singular_lexical_wordcount,Lexical (LIWC),0.06400666036649212,0.018541625021130756,-0.05063407209519662,0.11464073246168874
pre,mean_info_exchange_zscore_conversation,Semantic dynamics,-0.08317845945295697,0.005607444905734395,0.02972376079962981,-0.11290222025258678
pre,stdev_user_max_Impersonal_Pronoun_receptiveness_yeomans,Receptiveness,-0.22308759285219287,-0.20523228761542558,-0.11101005949818263,-0.11207753335401024
pre,mean_user_max_num_chars,Volume & form,-0.18609848322025932,0.043416969474505226,-0.2972258348134732,0.11112735159321388
pre,stdev_user_max_relative_lexical_wordcount,Lexical (LIWC),-0.246786573274486,-0.20188606154191532,-0.13600371822452018,-0.11078285504996582
pre,gini_coefficient_sum_num_messages,Participation & timing,-0.3490271427451185,-0.31973916955956694,-0.23826571456267576,-0.11076142818244272
pre,max_user_min_percept_lexical_wordcount,Lexical (LIWC),-0.14330437646746616,0.02164560765485591,-0.2530065021520842,0.10970212568461804
pre,max_content_word_accommodation_per_conv,Semantic dynamics,-0.14227318494311886,-0.19456377363750677,-0.0330501343700301,-0.10922305057308876
post,stdev_user_max_positivity_zscore_conversation,Sentiment & emotion,0.15786303481510952,0.028449059240995753,0.04990270866896555,0.10796032614614398
pre,info_diversity,Semantic dynamics,-0.37134764599557374,-0.3233348216330026,-0.2643963513320614,-0.10695129466351233
post,stdev_user_max_dale_chall_score,Volume & form,0.11182468516965005,0.16929609741930593,0.005420242296810727,0.10640444287283933
post,mean_user_max_positivity_zscore_conversation,Sentiment & emotion,0.017085879583116487,0.13263393727135983,-0.08869059518714832,0.1057764747702648
pre,min_user_max_verbs_lexical_wordcount,Lexical (LIWC),-0.017840950764726814,0.19031535690884518,-0.1224767881847566,0.10463583742002978
pre,max_user_min_argue_lexical_wordcount,Lexical (LIWC),-0.16062197964629402,-0.07182187086541979,-0.05756646707669467,-0.10305551256959936
pre,max_article_lexical_wordcount,Lexical (LIWC),-0.3375308409187577,-0.14408530923336585,-0.23550146435723746,-0.10202937656152022
pre,stdev_user_max_positivity_zscore_conversation,Sentiment & emotion,0.01544036502981685,-0.08537166023210656,-0.08646249616203798,0.10190286119185483
pre,stdev_user_max_positive_affect_lexical_wordcount,Lexical (LIWC),-0.3138710111852598,-0.2066300706023756,-0.21278330867828774,-0.10108770250697205
pre,team_burstiness,Participation & timing,-0.08327229086914721,-0.1533943752997576,0.01685625802234685,-0.10012854889149406
post,min_user_max_neutral_bert,Sentiment & emotion,-0.13451022658269615,-0.11990321666874837,-0.23395521641633463,0.09944498983363848
post,stdev_user_max_positive_affect_lexical_wordcount,Lexical (LIWC),0.053855181031040186,0.2120559071983423,0.15257726864825333,-0.09872208761721314
pre,stdev_user_max_forward_flow,Semantic dynamics,-0.07984034686280174,-0.05547296991901592,0.018557156923092864,-0.0983975037858946
pre,max_exclusive_lexical_wordcount,Lexical (LIWC),-0.23926161126095777,-0.11135507509803774,-0.14095291213266165,-0.09830869912829612
post,max_dale_chall_score,Volume & form,0.09194067518669143,0.16485806108389325,-0.005813960950369206,0.09775463613706063
pre,max_user_min_content_word_accommodation_per_conv,Semantic dynamics,-0.04198597214678839,-0.09133516209014292,0.05346276895276444,-0.09544874109955283
post,stdev_user_max_present_tense_lexical_wordcount,Lexical (LIWC),0.09062483890391983,0.17373141663715494,-0.004394117354551454,0.09501895625847129
pre,mean_user_max_info_exchange_zscore_conversation,Semantic dynamics,-0.14023087534021594,-0.06690364598588482,-0.23430660291842761,0.09407572757821167
pre,max_first_person_singular_lexical_wordcount,Lexical (LIWC),-0.09784721956974776,-0.12212489019385588,-0.1908301849725712,0.09298296540282344
pre,max_user_min_tentativeness_lexical_wordcount,Lexical (LIWC),-0.06223748376817544,-0.027701418118640773,0.02760089016791438,-0.08983837393608982
pre,mean_user_min_info_exchange_zscore_conversation,Semantic dynamics,0.055619423449719305,0.061161731111480724,0.14412043690554127,-0.08850101345582197
pre,max_user_min_first_person_lexical_wordcount,Lexical (LIWC),-0.04094874920489755,-0.04871261655718553,0.047070698321600844,-0.0880194475264984
pre,min_user_max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),-0.017371870581448838,0.16127114477438556,-0.10429899692337674,0.0869271263419279
post,max_textblob_polarity,Sentiment & emotion,0.1341511387094877,0.18494861537037852,0.2209625520319729,-0.08681141332248521
pre,mean_user_min_certainty_rocklage,Sentiment & emotion,-0.02656385351869314,0.047952033516524425,0.05641346912002253,-0.08297732263871567
pre,stdev_user_max_info_exchange_zscore_conversation,Semantic dynamics,-0.014756842792880302,-0.10574978462258972,0.06770497559764023,-0.08246181839052052
pre,min_user_min_verbs_lexical_wordcount,Lexical (LIWC),0.02740171264380244,0.20028161755015564,-0.05450530497794452,0.08190701762174696
pre,min_user_max_mimicry_bert,Semantic dynamics,-0.18158757023196095,-0.13067055006085118,-0.09986302124778103,-0.08172454898417993
pre,mean_user_max_present_tense_lexical_wordcount,Lexical (LIWC),-0.18159124454229228,0.07202569836113436,-0.2606904649842915,0.07909922044199921
post,stdev_user_max_certainty_rocklage,Sentiment & emotion,-0.009927090987575,0.16461847002805102,0.06843091806804691,-0.0783580090556219
post,mean_user_min_certainty_rocklage,Sentiment & emotion,-0.05471729098539958,-0.033525485707687874,0.023461932233150157,-0.07817922321854974
