block,feature,family,endgame,middle,opening,swing
pre,mean_user_max_forward_flow,Semantic dynamics,-0.3346833327816038,-0.2658356965111399,-0.2570359436452511,-0.07764738913635266
post,discursive_diversity,Semantic dynamics,0.13899601230804806,0.19509013208876208,0.0621110305969465,0.07688498171110156
pre,min_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),0.0038554075957222666,0.15965645540238052,-0.0724646004975235,0.07632000809324577
post,stdev_user_min_info_exchange_zscore_conversation,Semantic dynamics,0.05731963017808263,-0.02450546861345718,-0.017040226764518964,0.0743598569426016
post,max_insight_lexical_wordcount,Lexical (LIWC),0.13888031604699427,0.08358803025206485,0.06493082575689514,0.07394949029009913
post,min_user_max_word_TTR,Volume & form,0.019095464837507427,-0.00341035096753511,-0.05390033897227159,0.07299580380977902
pre,mean_user_min_positivity_zscore_conversation,Sentiment & emotion,0.12853578226295317,0.046934780915708886,0.20118772457384876,-0.07265194231089558
pre,min_user_max_social_lexical_wordcount,Lexical (LIWC),0.11636434812606589,0.14436674181948608,0.04376305966701789,0.072601288459048
post,max_user_min_insight_lexical_wordcount,Lexical (LIWC),0.08669566666649925,0.006213074413902544,0.016321968038165106,0.07037369862833415
post,stdev_user_min_quantifier_lexical_wordcount,Lexical (LIWC),0.10314680293067753,0.06535749134254537,0.16837882600420376,-0.06523202307352623
pre,mean_user_mean_positivity_zscore_conversation,Sentiment & emotion,0.012194647783570182,0.0004747423879345424,0.07721735245135483,-0.06502270466778465
pre,stdev_user_mean_info_exchange_zscore_conversation,Semantic dynamics,0.031026293407408406,-0.0038527142255041164,0.0958571292648853,-0.06483083585747688
pre,stdev_user_min_conjunction_lexical_wordcount,Lexical (LIWC),-0.1610953256890079,-0.08003657662994443,-0.09633942941838312,-0.06475589627062477
pre,max_achievement_lexical_wordcount,Lexical (LIWC),-0.17752206426622374,-0.1788939888113026,-0.11301758862240886,-0.06450447564381488
pre,max_user_min_conjunction_lexical_wordcount,Lexical (LIWC),-0.15473760497794659,-0.06707313009353663,-0.09046983331751277,-0.06426777166043382
post,max_user_min_positivity_zscore_conversation,Sentiment & emotion,0.04715957149494878,-0.034774498742329074,0.11055312400004878,-0.06339355250510001
pre,max_textblob_polarity,Sentiment & emotion,-0.2449288471628444,-0.2460988448525115,-0.18156005903657663,-0.06336878812626778
post,max_textblob_subjectivity,Sentiment & emotion,0.17972322954647307,0.2077445543567446,0.11671852892816748,0.0630047006183056
pre,min_certainty_rocklage,Sentiment & emotion,0.04591499921104317,0.14405148669334056,0.10819867344299258,-0.062283674231949415
post,stdev_user_max_textblob_polarity,Sentiment & emotion,0.13584956771091153,0.2266557620512715,0.19718366066013512,-0.061334092949223595
pre,stdev_user_min_first_person_lexical_wordcount,Lexical (LIWC),-0.05631572889642228,-0.07184417364323153,0.0034724508287902103,-0.05978817972521249
pre,min_user_max_positivity_zscore_chats,Sentiment & emotion,0.1846985717781122,-0.003963741847620406,0.2430462808379528,-0.0583477090598406
post,max_user_min_word_TTR,Volume & form,-0.027827835804434473,0.0750029836390919,-0.08559761724539189,0.057769781440957416
post,stdev_user_min_tentativeness_lexical_wordcount,Lexical (LIWC),0.019056942441419648,0.04195936475794004,-0.036036006174578486,0.05509294861599813
post,stdev_user_min_Positive_Emotion_receptiveness_yeomans,Receptiveness,0.09335234991238633,0.07368879903346048,0.038811458836789076,0.05454089107559726
pre,stdev_user_min_tentativeness_lexical_wordcount,Lexical (LIWC),-0.08907059671286857,-0.020568696676388276,-0.034622017211926,-0.05444857950094257
pre,max_argue_lexical_wordcount,Lexical (LIWC),-0.2696048964075342,-0.13755357065735807,-0.215187495717587,-0.054417400689947215
post,mean_info_exchange_zscore_conversation,Semantic dynamics,0.006992686683448868,0.01149877385740802,-0.046204737896413196,0.05319742457986207
post,min_user_min_word_TTR,Volume & form,-0.08064349995991416,-0.04374163508342063,-0.1337237141070068,0.05308021414709266
post,max_social_lexical_wordcount,Lexical (LIWC),0.12420539338372874,0.11723392841074132,0.07209543364252254,0.052109959741206205
pre,min_cognitive_mech_lexical_wordcount,Lexical (LIWC),0.13530837569385223,0.14403803751772598,0.08394318451585565,0.05136519117799658
post,stdev_user_max_Impersonal_Pronoun_receptiveness_yeomans,Receptiveness,0.09598131598737228,0.15908445992649992,0.14685671037476836,-0.05087539438739608
pre,max_user_min_first_person_singular_lexical_wordcount,Lexical (LIWC),0.015419313921510459,-0.026739994819367906,-0.035373683788807585,0.05079299771031805
post,stdev_user_max_Positive_Emotion_receptiveness_yeomans,Receptiveness,0.07516171718189833,0.193674109945268,0.12431596484394834,-0.04915424766205001
pre,max_conjunction_lexical_wordcount,Lexical (LIWC),-0.2621095605003504,-0.14505179322979234,-0.21372229758269584,-0.04838726291765455
post,max_user_min_neutral_bert,Sentiment & emotion,-0.024813264636003224,0.04905910688218146,-0.07169335115015865,0.04688008651415543
post,max_user_min_forward_flow,Semantic dynamics,0.09500261096116215,0.1824732330208667,0.14032226878471574,-0.045319657823553586
post,stdev_user_min_positivity_zscore_conversation,Sentiment & emotion,0.020298599367404257,-0.08339552364942636,0.06522222651087109,-0.04492362714346683
post,max_forward_flow,Semantic dynamics,0.0698573815200057,0.20880230233348016,0.11462932397742834,-0.04477194245742264
pre,mean_user_max_positivity_zscore_conversation,Sentiment & emotion,-0.13554445958153494,-0.06988432325486772,-0.18020710760432326,0.044662648022788326
post,sum_num_chars,Volume & form,0.1591775269127412,0.3014969423658903,0.11496072169473731,0.04421680521800389
pre,min_user_max_nltk_english_stopwords_lexical_wordcount,Lexical (LIWC),-0.001311030726156874,0.20956559702994845,-0.04527796379742644,0.043966933071269566
pre,stdev_user_max_conjunction_lexical_wordcount,Lexical (LIWC),-0.26072744048576574,-0.17379629361491594,-0.2172490951595404,-0.043478345326225326
post,max_argue_lexical_wordcount,Lexical (LIWC),0.08455067497833711,0.17055528570577497,0.041263171399445416,0.043287503578891696
post,max_positivity_zscore_conversation,Sentiment & emotion,0.08048944355962284,0.15929762819454946,0.03763098577249874,0.042858457787124105
pre,max_tentativeness_lexical_wordcount,Lexical (LIWC),-0.13632087017188446,-0.11649368655681,-0.09378614084979506,-0.042534729322089404
pre,min_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),0.06662064891082879,0.15943691538625993,0.024539661112629323,0.042080987798199465
post,gini_coefficient_sum_num_messages,Participation & timing,0.0775437646623532,0.3046202842303579,0.1194854040166774,-0.0419416393543242
pre,max_insight_lexical_wordcount,Lexical (LIWC),-0.13893669795145147,-0.08701748895402102,-0.1799604994614265,0.04102380150997503
post,stdev_user_mean_positivity_zscore_conversation,Sentiment & emotion,0.08132172967687386,-0.08614816272831981,0.04082694800501681,0.04049478167185705
post,mean_user_max_textblob_polarity,Sentiment & emotion,0.10190757932305852,0.052113959219714207,0.06141375332700372,0.040493825996054805
post,max_user_max_word_TTR,Volume & form,-0.05001432722680729,0.07159794121877716,-0.09046049481729615,0.04044616759048886
pre,stdev_user_max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),-0.1817905172605965,-0.1767058737274548,-0.22115109327929822,0.039360576018701715
pre,stdev_user_max_present_tense_lexical_wordcount,Lexical (LIWC),-0.18847325337216594,-0.14838701898983983,-0.2275745551597382,0.03910130178757226
post,stdev_user_max_textblob_subjectivity,Sentiment & emotion,0.10887761839624449,0.24020625890706673,0.1477941758691103,-0.03891655747286582
post,max_user_min_first_person_lexical_wordcount,Lexical (LIWC),0.014095857218550488,0.030967463619983756,-0.023686394320586262,0.03778225153913675
pre,max_Positive_Emotion_receptiveness_yeomans,Receptiveness,-0.20373594480351964,-0.18156181289915657,-0.24122718791714487,0.03749124311362523
pre,stdev_user_mean_positivity_zscore_conversation,Sentiment & emotion,0.10900520454378095,0.0007753146318950457,0.14549371415150714,-0.03648850960772619
post,mean_user_mean_positivity_zscore_conversation,Sentiment & emotion,0.0066587283926828975,-0.017928777824266058,-0.02887947614766217,0.035538204540345064
post,max_Impersonal_Pronoun_receptiveness_yeomans,Receptiveness,0.08378060421121566,0.13444945244604906,0.11898575806537921,-0.03520515385416355
post,max_user_min_First_Person_Plural_receptiveness_yeomans,Receptiveness,-0.026015396508208707,0.0206543924416287,0.00889254030575119,-0.0349079368139599
pre,max_positive_affect_lexical_wordcount,Lexical (LIWC),-0.29838668234633126,-0.20660918610293605,-0.2636543426525489,-0.034732339693782366
post,max_inclusive_lexical_wordcount,Lexical (LIWC),0.08812912040017824,0.1278025027716948,0.12219225959473366,-0.03406313919455542
pre,max_user_max_verbs_lexical_wordcount,Lexical (LIWC),-0.21983216096538677,-0.10098823763961653,-0.2538106701051326,0.033978509139745816
post,max_user_min_first_person_plural_lexical_wordcount,Lexical (LIWC),-0.015711433543785364,0.03602346235882569,0.018105281991616956,-0.03381671553540232
post,stdev_user_mean_info_exchange_zscore_conversation,Semantic dynamics,0.018940066202387265,-0.04229457956756171,0.051800737194838846,-0.03286067099245158
post,max_user_min_First_Person_Single_receptiveness_yeomans,Receptiveness,0.035891585495365114,0.060031806953937894,0.0031876923089788536,0.03270389318638626
pre,stdev_user_max_positive_words_lexical_wordcount,Lexical (LIWC),-0.29298845059256584,-0.20052159234948225,-0.2620259413286363,-0.030962509263929516
post,stdev_user_max_positivity_zscore_chats,Sentiment & emotion,0.1512310748497185,0.189422964267555,0.18106915829770506,-0.029838083447986552
post,stdev_user_max_positive_words_lexical_wordcount,Lexical (LIWC),0.08218611288694959,0.2171672773593846,0.11201420085622213,-0.02982808796927254
post,mean_user_min_positivity_zscore_conversation,Sentiment & emotion,0.008826727528693706,-0.11715830918724206,0.038591122259392416,-0.02976439473069871
post,min_textblob_polarity,Sentiment & emotion,-0.04857028488004049,-0.19480183642175844,-0.07768031739450379,0.0291100325144633
pre,max_textblob_subjectivity,Sentiment & emotion,-0.24060743446003827,-0.235083396662614,-0.26949905653386114,0.02889162207382287
pre,min_positivity_zscore_chats,Sentiment & emotion,0.24743626742834726,0.03537226512119265,0.27573881795589406,-0.028302550527546794
pre,max_user_min_First_Person_Single_receptiveness_yeomans,Receptiveness,-0.06889421913469959,-0.06599226428040522,-0.043269530652227,-0.02562468848247259
post,stdev_user_max_num_chars,Volume & form,0.12965659723433276,0.14882950764094413,0.15498989365179744,-0.02533329641746468
post,info_diversity,Semantic dynamics,0.12259802891527491,0.3107454952506424,0.0976577614692012,0.024940267446073708
pre,max_adverbs_lexical_wordcount,Lexical (LIWC),-0.2382368398212839,-0.15200005507812586,-0.2620998738228409,0.023863034001556982
post,mean_user_min_info_exchange_zscore_conversation,Semantic dynamics,0.0066556805787508794,-0.08754614445251935,-0.017196331668762423,0.0238520122475133
post,stdev_user_min_neutral_bert,Sentiment & emotion,0.1254424679094114,0.19192223471777317,0.10163670541092254,0.02380576249848887
pre,min_user_max_certainty_rocklage,Sentiment & emotion,0.0039360695859711236,0.09659462413966394,0.027469483042994448,-0.023533413457023325
pre,stdev_user_min_info_exchange_zscore_conversation,Semantic dynamics,0.011015999585104562,0.003899577469695672,0.03408933460398657,-0.023073335018882007
post,max_Positive_Emotion_receptiveness_yeomans,Receptiveness,0.09320460417664699,0.1785342943541506,0.115922219706117,-0.02271761552947002
post,max_user_min_textblob_subjectivity,Sentiment & emotion,0.12764118108850334,0.11014131385743163,0.10517526513689968,0.02246591595160366
pre,max_positive_words_lexical_wordcount,Lexical (LIWC),-0.24047883836054046,-0.1700234221295561,-0.2628095581283769,0.02233071976783646
post,stdev_user_min_num_question_naive,Questions & repair,-0.011712569756388546,0.08608928272924544,0.010549104041257256,-0.022261673797645803
post,stdev_user_max_social_lexical_wordcount,Lexical (LIWC),0.12750556501281549,0.14820131173659637,0.14941434031418863,-0.02190877530137314
pre,stdev_user_max_Positive_Emotion_receptiveness_yeomans,Receptiveness,-0.2516171582200816,-0.1903270648827827,-0.23011675609518625,-0.021500402124895374
post,max_user_min_tentativeness_lexical_wordcount,Lexical (LIWC),-0.02072072399799015,0.03742443201575762,-0.04097842458340765,0.0202577005854175
post,max_user_min_argue_lexical_wordcount,Lexical (LIWC),0.08183403165005718,0.06139193287559673,0.06168921705652484,0.02014481459353234
post,mean_user_max_forward_flow,Semantic dynamics,0.0833239722169612,0.2707600941302705,0.10327835627021047,-0.01995438405324927
pre,max_user_min_insight_lexical_wordcount,Lexical (LIWC),-0.0782509966382652,0.010980423709916205,-0.0980927763806133,0.019841779742348103
pre,max_user_min_textblob_subjectivity,Sentiment & emotion,-0.16164740484574858,-0.1399179108659026,-0.14226736209057622,-0.019380042755172355
pre,max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),-0.22588543585256698,-0.14296670300304196,-0.24515562518045564,0.019270189327888654
pre,min_nltk_english_stopwords_lexical_wordcount,Lexical (LIWC),0.06870257077011699,0.22159744499586218,0.04987050952651996,0.01883206124359703
pre,mean_user_max_neutral_bert,Sentiment & emotion,-0.0880101784100698,0.09262697964694207,-0.06971374367113009,-0.018296434738939715
pre,stdev_user_max_verbs_lexical_wordcount,Lexical (LIWC),-0.1797255191480919,-0.15387225762657128,-0.1978183867776759,0.01809286762958401
pre,stdev_user_max_preposition_lexical_wordcount,Lexical (LIWC),-0.18549622999815613,-0.2011790662890982,-0.16786397253473925,-0.017632257463416873
pre,discursive_diversity,Semantic dynamics,-0.2210689504996783,-0.21503570721334347,-0.20479839422643462,-0.016270556273243697
post,stdev_user_min_inclusive_lexical_wordcount,Lexical (LIWC),0.07939217798646975,0.0334313483372862,0.06393503084918338,0.015457147137286367
post,max_relative_lexical_wordcount,Lexical (LIWC),0.0056498541326519105,0.17941132301424761,-0.009745189671811908,0.015395043804463819
pre,mean_user_mean_info_exchange_zscore_conversation,Semantic dynamics,-0.06224282370887783,0.014901294924099272,-0.07634979199712043,0.014106968288242601
post,stdev_user_min_argue_lexical_wordcount,Lexical (LIWC),0.08665523754969201,0.07099616363266048,0.10076029664238532,-0.014105059092693314
pre,min_user_max_time_diff,Participation & timing,-0.16526942143149484,-0.1087484672180526,-0.17929217188308108,0.014022750451586241
post,stdev_user_min_first_person_lexical_wordcount,Lexical (LIWC),0.01936805297349988,0.053801603860929116,0.00539910911466311,0.013968943858836772
post,max_article_lexical_wordcount,Lexical (LIWC),0.08519034492350445,0.1813598731198956,0.09801515850228565,-0.012824813578781194
post,mean_positivity_zscore_conversation,Sentiment & emotion,-0.009711028738095696,-0.01900425301605194,-0.02227394382830636,0.012562915090210663
pre,mean_positivity_zscore_conversation,Sentiment & emotion,-0.017822002967710093,0.05258684616443392,-0.02997397507939605,0.012151972111685956
pre,min_user_max_info_exchange_zscore_conversation,Semantic dynamics,-0.005705970561534794,0.014078796553391443,0.005993990303064647,-0.011699960864599441
pre,stdev_user_max_adverbs_lexical_wordcount,Lexical (LIWC),-0.2560825207828245,-0.1779447750746376,-0.24572168382346746,-0.01036083695935705
post,max_user_min_inclusive_lexical_wordcount,Lexical (LIWC),0.06467645071409478,0.030276204606460265,0.05507790945540487,0.009598541258689912
post,min_user_max_certainty_rocklage,Sentiment & emotion,-0.007114912802147236,-0.07375064030549482,0.002078998714882912,-0.009193911517030147
pre,stdev_user_min_num_question_naive,Questions & repair,-0.10368858371107817,-0.05463461692910372,-0.11055059653836385,0.006862012827285685
post,min_user_max_info_exchange_zscore_conversation,Semantic dynamics,-0.029826109676702562,0.00196319423880417,-0.02341284229031838,-0.006413267386384182
post,max_positive_words_lexical_wordcount,Lexical (LIWC),0.07835421610245841,0.19522850292907093,0.07210258758357609,0.006251628518882321
pre,stdev_user_min_Positive_Emotion_receptiveness_yeomans,Receptiveness,-0.11428904673613065,-0.07707731316778742,-0.11964043656156637,0.005351389825435718
pre,max_First_Person_Single_receptiveness_yeomans,Receptiveness,-0.17712406667645583,-0.161409103598252,-0.171865363078302,-0.0052587035981538355
pre,stdev_user_min_positive_words_lexical_wordcount,Lexical (LIWC),-0.15935816112429876,-0.05780700607987371,-0.16386921490197098,0.004511053777672219
post,stdev_user_min_positive_words_lexical_wordcount,Lexical (LIWC),0.04715614780421782,0.08891734408817431,0.05147748411389253,-0.0043213363096747115
post,stdev_user_max_relative_lexical_wordcount,Lexical (LIWC),0.03738662055742665,0.2034089578061524,0.04109339866518946,-0.0037067781077628134
pre,mean_user_max_nltk_english_stopwords_lexical_wordcount,Lexical (LIWC),-0.20043751595289366,0.030742233251910563,-0.19722288731333626,-0.003214628639557404
post,max_first_person_lexical_wordcount,Lexical (LIWC),0.02105702732141338,0.14276023216124106,0.018049222998202604,0.003007804323210777
pre,max_present_tense_lexical_wordcount,Lexical (LIWC),-0.2443502796424662,-0.08811779306401737,-0.24257370726304883,-0.0017765723794173627
post,max_tentativeness_lexical_wordcount,Lexical (LIWC),-0.004894148723406853,0.13287113440846532,-0.006655403983331445,0.001761255259924592
post,max_exclusive_lexical_wordcount,Lexical (LIWC),0.028075326561236125,0.14464641628405767,0.029561835726767786,-0.0014865091655316617
